Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Adrian Sada Trevino,"Sada Trevino,Adrian",7,18.0,"Vitro Global, S.A.",1,0,0,"San Mateo del Mar, MX",2006 - 2010,2006,2010,,Hombre,,,,,,,,,,,,,,,,,
Alejandro Barrera Torres,"Barrera Torres,Alejandro",7,2.0,GM GLOBAL TECHNOLOGY OPERATIONS LLC,7 ,0,0,"Metepec, MX",2018 - 2022,2018,2022,24.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECÁNICA,UNIVERSIDAD AUTÓNOMA METROPOLITANA,1.0,2043597,1994.0,MAESTRÍA EN SISTEMAS DE MANUFACTURA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,10341513,2017,DOCTORADO EN MANUFACTURA AVANZADA,"CIATEQ, A.C. CENTRO DE TECNOLOGÍA AVANZADA",12097605,2020,1.0,,,Mexicana
Alejandro Hernandez Covarrubias,"Hernandez Covarrubias,Alejandro",7,7.0,GM GLOBAL TECHNOLOGY OPERATIONS LLC,8 ,0,1,"Toluca, MX",2013 - 2023,2013,2023,-2.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN PROCESOS Y OPERACIONES INDUSTRIALES,UNIVERSIDAD TECNOLÓGICA DE HUEJOTZINGO,1.0,9347693,2015.0,,,,,,,,,0.0,,,Mexicana
Aristeo Estrada Buendia,"Estrada Buendia,Aristeo",7,7.0,Instituto Mexicano del Petróleo,19,2,0,"Mexico City, MX",2014 - 2019,2014,2019,4.0,HOMBRE,LICENCIATURA EN GEOLOGÍA,UNIVERSIDAD PEDAGÓGICA NACIONAL (UPN),1.0,4567902,2010.0,MAESTRÍA EN INGENIERÍA QUÍMICA ADMINISTRATIVA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,970,2019,,,,,1.0,,,Mexicana
Arturo Garcia Solis,"Garcia Solis,Arturo",7,29.0,GRUMA S.A.B. DE C.V.,2,0,0,"Guadalupe, MX",2017 - 2019,2017,2019,27.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ELECTRICISTA,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,1470897,1990.0,,,,,,,,,0.0,,,Mexicana
Aurelio De Gyves,"Jaramillo Jacob,Alicia del Rayo",7,388.0,John-Claude Savoir,6,0,0,"Coyoacán, MX",2001 - 2008,2001,2008,13.0,HOMBRE,Licenciatura como Químico Farmacéutico Biólogo,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,1263043,1988.0,,,,,,,,,0.0,EPIC Research CRO,Director de Asuntos Regulatorios,Mexicana
Carlos A Urquidi,"A Urquidi,Carlos",7,63.0,Delphi Technologies,4,0,1,"Juarez, MX",2005 - 2008,2005,2008,,Hombre,,,,,,,,,,,,,,,,,
CARLOS ARMANDO URQUIDI ALMODOVAR,"URQUIDI ALMODOVAR,CARLOS ARMANDO",7,63.0,Delphi Technologies,4,0,1,"Juarez, MX",2005 - 2008,2005,2008,4.0,HOMBRE,LICENCIATURA EN INGENIERÍA ELECTRÓNICA,INSTITUTO TECNOLÓGICO DE CIUDAD JUÁREZ (I.T.R.),1.0,3229426,2001.0,,,,,,,,,0.0,,,Mexicana
Carlos Fabian NAVA,"Fabian NAVA,Carlos",7,5.0,"Skyworks Solutions, Inc.",3,0,0,"Metepec, MX",2016 - 2023,2016,2023,,Hombre,,,,,,,,,,,,,,,,,Mexicana
Carlos Paul Gonzalez Inda,"Gonzalez Inda,Carlos Paul",7,42.0,ARRIS ENTERPRISES LLC,10,0,0,"Guadalupe, MX",2018 - 2023,2018,2023,19.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECÁNICA,INSTITUTO TECNOLÓGICO DE CULIACÁN (I.T.R.),1.0,2965230,1999.0,,,,,,,,,0.0,,,Mexicana
Carolina Henonin,"Henonin,Carolina",7,29.0,Sabritas S. de R.L. de C.V.,0,0,0,"Mexico City, MX",2017 - 2019,2017,2019,,Mujer,,,,,,,,,,,,,,,,,
Cesar Garcia,"Garcia,Cesar",7,83.0,DEERE & COMPANY,7,0,2,"Monterrey, MX",2002 - 2022,2002,2022,,Hombre,,,,,,,,,,,,,,,,,Mexicana
David Aaron Nieto Alvarez,"Nieto Alvarez,David Aaron",7,12.0,Instituto Mexicano del Petróleo,23,0,0,"Mexico City, MX",2015 - 2021,2015,2021,24.0,HOMBRE,LICENCIATURA COMO QUÍMICO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,1606232,1991.0,MAESTRÍA EN CIENCIAS QUÍMICAS (QUÍMICA ORGÁNICA),UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,2399961,1997,DOCTORADO EN CIENCIAS EN CIENCIAS QUÍMICAS,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DE,4757653,2006,1.0,,,Mexicana
David Mondragon,"Mondragon,David",7,13.0,nVoq Incorporated,12 ,0,0,"Tepotzotlán, MX",2014 - 2023,2014,2023,-2.0,HOMBRE,LICENCIATURA COMO QUÍMICO FARMACÉUTICO INDUSTRIAL,INSTITUTO POLITÉCNICO NACIONAL,1.0,9732297,2016.0,,,,,,,,,0.0,,,Mexicana
Eduardo Garcia,"Garcia,Eduardo",7,20.0,UNITED STATES DEPARTMENT OF ENERGY,5 ,0,3,"Ecatepec, MX",1984 - 2013,1984,2013,,Hombre,,,,,,,,,,,,,,,,,
Erick Emanuel Luna Rojero,"Luna Rojero,Erick Emanuel",7,12.0,Instituto Mexicano del Petróleo,23,0,0,"Mexico City, MX",2015 - 2021,2015,2021,21.0,HOMBRE,Licenciatura en Física,UNIVERSIDAD AUTÓNOMA DE ZACATECAS FRANCISCO GARCÍA,1.0,2042276,1994.0,En Ciencias,Universidad Nacional Autónoma de México,2399968,1997,En Ingeniería,Universidad Nacional Autónoma de México,3969863,2003,1.0,Instituto Mexicano del Petróleo,Gerente de Ingeniería,Mexicana
Ernesto Castro,"Castro,Ernesto",7,101.0,LAMKIN CORPORATION,13,0,1,"Tijuana, MX",2000 - 2013,2000,2013,,Hombre,,,,,,,,,,,,,,,,,
Feliciano Guillen,"Guillen,Feliciano",7,65.0,LAMKIN CORPORATION,25,1,1,"Tijuana, MX",2012 - 2017,2012,2017,,Hombre,,,,,,,,,,,,,,,,,
Fernando Humberto Mercenari Uribe,"Mercenari Uribe,Fernando Humberto",7,83.0,"SHOP LATINO NETWORK, S. DE R.L. DE C.V.",1,0,0,"Mexico City, MX",2016 - 2022,2016,2022,20.0,HOMBRE,LICENCIATURA EN INGENIERÍA INDUSTRIAL,UNIVERSIDAD IBEROAMERICANA,0.0,2285810,1996.0,,,,,,,,,0.0,,,Mexicana
Gordon Thomas Quattlebaum,"Thomas Quattlebaum,Gordon",7,4.0,"MAIN ATTRACTIONS, LLC",0,0,0,"Quintana, MX",2012 - 2020,2012,2020,,Hombre,,,,,,,,,,,,,,,,,
Gustavo Garcia,"Garcia,Gustavo",7,184.0,"ADC Telecommunications, Inc.",26 ,0,3,"Chihuahua, MX",1987 - 2019,1987,2019,,Hombre,,,,,,,,,,,,,,,,,
Hector ARMENDARIZ HERRERA,"ARMENDARIZ HERRERA,Hector",7,7.0,Instituto Mexicano del Petróleo,15,2,0,"Mexico City, MX",2014 - 2019,2014,2019,32.0,HOMBRE,Ingeniería Industrial de Química,INSTITUTO TECNOLÓGICO DE CHIHUAHUA,1.0,774256,1982.0,En Ciencias de la tecnología del petróleo y petroquimica,Instituto Tecnológico de la Ciudad de Madero,1757247,1992,,,,,1.0,,,Mexicana
Hector Mendoza Orozco,"Mendoza Orozco,Hector",7,91.0,,0,0,0,"San Pablo Oztotepec, MX",1976 - 2004,1976,2004,16.0,HOMBRE,Licenciatura en Ingeniería mecánica ,"en el College of Applied Sciences de Detroit, Estados Unidos",0.0,,1960.0,,,,,,,,,0.0,Productos Mendoza,Presidente,Mexicana
Israel Cruz,"Cruz,Israel",7,59.0,"Hewlett-Packard Company, L.P.",10,0,1,"Zapopan, MX",2001 - 2024,2001,2024,,Hombre,,,,,,,,,,,,,,,,,
Jamil Nacif Benavides,"Nacif Benavides,Jamil",7,21.0,Rounderbum LLC,0,0,0,"Mexico City, MX",2019 - 2021,2019,2021,12.0,HOMBRE,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,0.0,5261889,2007.0,,,,,,,,,0.0,,,Mexicana
Javier Canales,"Canales,Javier",7,13.0,Coflex S.A. de C.V.,5,0,0,"Monterrey, MX",2014 - 2023,2014,2023,,Hombre,,,,,,,,,,,,,,,,,
Jesus Gabriel Trillo Vargas,"Trillo Vargas,Jesus Gabriel",7,4.0,International Business Machines Corporation,10 ,1,0,"Guadalajara, MX",2019 - 2023,2019,2023,-1.0,HOMBRE,Ingeniería Mecatronica,UNIVERSIDAD PANAMERICANA ,0.0,12092246,2020.0,En Finanzas,Universidad Panamericana,12168980,2020,,,,,1.0,,,Mexicana
Jorge Arturo Aburto Anell,"Aburto Anell,Jorge Arturo",7,0.0,Instituto Mexicano del Petróleo,26,0,0,"Mexico City, MX",2016 - 2020,2016,2020,22.0,HOMBRE,Químico en Alimentos,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,2031805,1994.0,,,,,,,,,0.0,Independiente,Profesional Independiente,Mexicana
Jorge Becerra,"Becerra,Jorge",7,112.0,Colgate-Palmolive Company,5,1,2,"Llano Grande, MX",2016 - 2020,2016,2020,,Hombre,,,,,,,,,,,,,,,,,
Jorge Mario Rochin Machado,"Rochin Machado,Jorge Mario",7,5.0,General Electric Company,21,0,3,"Querétaro, MX",2018 - 2024,2018,2024,10.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO,INSTITUTO TECNOLÓGICO DE HERMOSILLO,1.0,5760985,2008.0,En Ciencias en Ingeniería Mecanica,Centro Nacional de Inventigacion y Desarrollo Tecn,7221541,2011,,,,,1.0,GE Vernova,Manager Ingeniero,Mexicana
Jose Eleazar Zuniga Juarez,"Eleazar Zuniga Juarez,Jose",7,12.0,Taoglas Group Holdings Limited,1,0,0,"Ensenada, MX",2014 - 2023,2014,2023,0.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN ELECTRÓNICA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,1.0,8763852,2014.0,,,,,,,,,0.0,,,Mexicana
Jose Gertrudis Bocanegra Rojas,"Bocanegra Rojas,Jose Gertrudis",7,7.0,"SERVICIOS ADMINISTRATIVOS PEÑOLES, S.A. DE C.V.",10,0,0,"Coahuila, MX",2014 - 2021,2014,2021,35.0,HOMBRE,LICENCIATURA COMO INGENIERO QUÍMICO INDUSTRIAL,INSTITUTO TECNOLÓGICO DE LA CIUDAD DE MADERO,1.0,549964,1979.0,En Ciencias En Comercialización de la Ciencia y la Tecnología,7239309,2011,,,,,,1.0,,,Mexicana
Jose Manuel Martinez Magadan,"Martinez Magadan,Jose Manuel",7,5.0,Instituto Mexicano del Petróleo,30 ,0,0,"Mexico City, MX",2016 - 2022,2016,2022,34.0,HOMBRE,LICENCIATURA COMO QUÍMICO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,772296,1982.0,MAESTRÍA EN CIENCIAS QUÍMICAS (FÍSICO QUÍMICA),UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1728709,1992,DOCTORADO EN CIENCIAS QUÍMICAS,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,3512509,2001,1.0,,,Mexicana
Juan Angeles,"Angeles,Juan",7,388.0,John-Claude Savoir,3,0,0,"Puruándiro, MX",2001 - 2008,2001,2008,25.0,HOMBRE,LICENCIATURA COMO QUÍMICO FARMACÉUTICO BIÓLOGO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,422876,1976.0,,,,,,,,,1.0,,,Mexicana
Juan Angeles,"Angeles,Juan",7,,,,,,"Puruándiro, MX",2001 - 2008,2001,2008,,,,,,,,,,,,,,,,,,,
Lawrence S Maccherone,"S Maccherone,Lawrence",7,119.0,Flexible Design Packaging Machine Company,6,0,3,"Puebla, MX",1979 - 2020,1979,2020,,,,,,,,,,,,,,,,,,,
Luis Ernesto Quiroz de la Mora,"Quiroz de la Mora,Luis Ernesto",7,9.0,"Continental Automotive Systems, Inc.",9 ,0,1,"Tlaquepaque, MX",2014 - 2021,2014,2021,6.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECÁNICA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,5523997,2008.0,,,,,,,,,0.0,CEMEX,Operador de básculas,Mexicana
Makoto Fukubayashi,"Fukubayashi,Makoto",7,38.0,"Nissan Motor Co., Ltd.",13,0,3,"Licenciado Benito Juárez, MX",1991 - 2010,1991,2010,,,,,,,,,,,,,,,,,,,Japonés
Marcelino Hernandez,"Hernandez,Marcelino",7,229.0,"Applied Materials, Inc.",13,0,3,"Coahuila, MX",2012 - 2023,2012,2023,,Hombre,,,,,,,,,,,,,,,,,
Marco Antonio Dominguez Aguilar,"Dominguez Aguilar,Marco Antonio",7,1.0,Instituto Mexicano del Petróleo,26,1,0,"Mexico City, MX",2015 - 2024,2015,2024,29.0,HOMBRE,LICENCIATURA EN INGENIERÍA METALÚRGICA,UNIVERSIDAD AUTÓNOMA METROPOLITANA,1.0,1101949,1986.0,En Ciencias con Esoecialidad en Metalurgia,Instituto Politécnico Nacional,10652144,2017,En Ciencias e Ingeniería de Materiales,12258805,2021,,1.0,IMP,Producción de Hidrocarburos,Mexicana
Maria Benita Leonor Fernandez Salgado,"Fernandez Salgado,Maria Benita Leonor",7,109.0,Plant Genetic Systems N.V.,6 ,0,3,"Iguala, MX",1993 - 2000,1993,2000,16.0,MUJER,Químico Framaceutico Biólogo,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,434604,1977.0,En Bioquímica,Universidad Nacional Autónoma de México,604484,1980,,,,,1.0,,,Mexicana
Maria de Lourdes Mosqueira Mondragon,"Mosqueira Mondragon,Maria de Lourdes",7,32.0,Instituto Mexicano del Petróleo,30,0,0,"Mexico City, MX",2008 - 2021,2008,2021,26.0,MUJER,LICENCIATURA EN INGENIERÍA QUÍMICA,UNIVERSIDAD AUTÓNOMA METROPOLITANA,1.0,757705,1982.0,En Ciencias Químicas,Universidad Autónoma Metropolitana,1051959,1986,,,,,1.0,,,Mexicana
Maurizio Francesco Pasqual,"Francesco Pasqual,Maurizio",7,16.0,"Zoppas Industries de Mexico S.A., de C.V.",5 ,0,1,"San Luis Potosí, MX",2019 - 2024,2019,2024,,Hombre,,,,,,,,,,,,,,,,,Italiano
Miguel Gutierrez,"Gutierrez,Miguel",7,2.0,TRICO PRODUCTS CORPORATION,6,0,0,"La Y Griega, MX",2016 - 2021,2016,2021,,Hombre,,,,,,,,,,,,,,,,,
Mirna Pons Jimenez,"Pons Jimenez,Mirna",7,10.0,Instituto Mexicano del Petróleo,18,0,0,"Mexico City, MX",2016 - 2022,2016,2022,11.0,MUJER,LICENCIATURA COMO INGENIERO QUÍMICO,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,1.0,4530918,2005.0,En Ciencias,Colegio de Postgraduados,7451480,2012,En Ciencias,Instituto Mexicano del Petróleo,9183208,2015,1.0,,,Mexicana
Norberto Hector Perales Solis,"Perales Solis,Norberto Hector",7,84.0,Ansell Limited,7,0,3,"Ciudad Juárez, MX",2010 - 2020,2010,2020,,Hombre,,,,,,,,,,,,,,,,,
Omar Rangel Alvarez,"Rangel Alvarez,Omar",7,20.0,Sabritas S. de R.L. de C.V.,9,1,0,"Tlalnepantla, MX",2012 - 2015,2012,2015,10.0,HOMBRE,LICENCIATURA COMO QUÍMICO EN ALIMENTOS,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,3663218,2002.0,,,,,,,,,0.0,Bimbo,Ingeniero,Mexicana
Oscar Bautista Cid,"Bautista Cid,Oscar",7,6.0,Colgate-Palmolive Company,17,0,1,"Mexico City, MX",2017 - 2023,2017,2023,-3.0,HOMBRE,LICENCIATURA COMO INGENIERO QUÍMICO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,11922741,2020.0,,,,,,,,,0.0,Grupo Pochteca,Manager,Mexicana
Pierpaolo Campeol,"Campeol,Pierpaolo",7,16.0,"Zoppas Industries de Mexico S.A., de C.V.",5,0,0,"San Luis Potosí, MX",2019 - 2024,2019,2024,,Hombre,,,,,,,,,,,,,,,,,
Ramses Galaz Mendez,"Galaz Mendez,Ramses",7,27.0,"ZIPTEK, LLC",2,0,1,"Sonora, MX",2017 - 2023,2017,2023,18.0,HOMBRE,Ingeniero Mecánico Administrador,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,2996499,1999.0,,,,,,,,,0.0,GSE Biomedical,Ejecutivo,Mexicana
Raul Ezequiel Alvarez Ruiz,"Alvarez Ruiz,Raul Ezequiel",7,8.0,"Ford Global Technologies, LLC",15,0,0,"Estado de México, MX",2017 - 2022,2017,2022,7.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ADMINISTRADOR,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,6527935,2010.0,MAESTRÍA EN INGENIERÍA CON ESPECIALIDAD EN SISTEMAS DE CALIDAD Y PRODUCTIVIDAD,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,9426162,2015,,,,,1.0,,,Mexicana
Raul Ezequiel Alvarez Ruiz,"Alvarez Ruiz,Raul Ezequiel",7,8.0,"Ford Global Technologies, LLC",15,0,0,"Estado de México, MX",2017 - 2022,2017,2022,7.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ADMINISTRADOR,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,6527935,2010.0,MAESTRÍA EN INGENIERÍA CON ESPECIALIDAD EN SISTEMAS DE CALIDAD Y PRODUCTIVIDAD,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,9426162,2015,,,,,1.0,,,Mexicana
Ricardo Ceballos Godefroy,"Ceballos Godefroy,Ricardo",7,26.0,,1,0,0,"Mexico City, MX",2009 - 2015,2009,2015,21.0,HOMBRE,LICENCIATURA EN ARQUITECTURA URBANISTA,UNIVERSIDAD IBEROAMERICANA,0.0,1271952,1988.0,,,,,,,,,0.0,,,Mexicana
Ricardo Daniel Sanchez Lugo,"Sanchez Lugo,Ricardo Daniel",7,1.0,"Ford Global Technologies, LLC",14,1,0,"Texcoco, MX",2020 - 2023,2020,2023,8.0,HOMBRE,LICENCIATURA COMO INGENIERO EN AERONÁUTICA,INSTITUTO POLITÉCNICO NACIONAL,1.0,7718605,2012.0,,,,,,,,,0.0,,,Mexicana
Robert R Blake,"R Blake,Robert",7,76.0,Precision Valve Corporation,3,0,3,"Tlaltizapan, MX",1997 - 2004,1997,2004,,Hombre,,,,,,,,,,,,,,,,,
Roberto Guzman,"Guzman,Roberto",7,53.0,North Carolina State University,13,1,2,"Mexico City, MX",1991 - 2014,1991,2014,,Hombre,,,,,,,,,,,,,,,,,
Rodrigo Lobeira Massu,"Lobeira Massu,Rodrigo",7,29.0,GRUMA S.A.B. DE C.V.,2,0,0,"Guadalupe, MX",2017 - 2019,2017,2019,23.0,HOMBRE,Ingeniería en Industrias Alimentarias,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,1970137,1994.0,,,,,,,,,0.0,GRUMA,Manager,Mexicana
Ronald Victor Manuel Lopez Gomez,"Manuel Lopez Gomez,Ronald Victor",7,63.0,"Hylsa, S.A.",15,0,0,"El Control, MX",1988 - 2015,1988,2015,,Hombre,,,,,,,,,,,,,,,,,
Sebastian V R Mastrangelo,"R Mastrangelo,Sebastian V",7,225.0,E.I. DU PONT DE NEMOURS AND COMPANY,10,0,3,"Villahermosa, MX",1976 - 2022,1976,2022,,Hombre,,,,,,,,,,,,,,,,,
Sergio Alberto Vega Velazquez,"Vega Velazquez,Sergio Alberto",7,6.0,"Ford Global Technologies, LLC",6,0,0,"Nicolas Romero, MX",2017 - 2021,2017,2021,7.0,HOMBRE,Ingeniero Mecánico Electricista,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,6304180,2010.0,,,,,,,,,0.0,,,Mexicana
Simon Lopez Ramirez,"Lopez Ramirez,Simon",7,20.0,Instituto Mexicano del Petróleo,31,1,0,"Villa de Cos, MX",2013 - 2019,2013,2019,17.0,HOMBRE,LICENCIATURA COMO INGENIERO QUÍMICO INDUSTRIAL,INSTITUTO POLITÉCNICO NACIONAL,1.0,2317841,1996.0,MAESTRÍA EN INGENIERÍA QUÍMICA ,INSTITUTO POLITÉCNICO NACIONAL,,1998,DOCTORADO EN METALURGIA Y MATERIALES,INSTITUTO POLITÉCNICO NACIONAL,,2002,1.0,UNAM,Profesor,Mexicana
Suraj Shinde,"Shinde,Suraj",7,2.0,International Business Machines Corporation,1 ,0,1,"Metepec, MX",2016 - 2024,2016,2024,,,,,,,,,,,,,,,,,,,
Victor Gerardo Caloca Galindo,"Caloca Galindo,Victor Gerardo",7,21.0,Whirlpool Corporation,9,1,0,"Celaya, MX",2011 - 2022,2011,2022,6.0,HOMBRE,Ingeniero Mecánico Electricista,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,4556666,2005.0,En Ingeniería,Universidad Nacional Autónoma de México,7931955,2013,,,,,1.0,Robertshaw,Ingeniero,Mexicana
Victor Ocegueda,"Fernandez de Castro,Daniel Vogel",7,36.0,POLYGROUP MACAU LIMITED (BVI),8 ,0,3,"Baja California, MX",2014 - 2021,2014,2021,,Hombre,,,,,,,,,,,,,,,,,
Aaron Fernando Gonzalez Cordova,"Gonzalez Cordova,Aaron Fernando",8,0.0,"Centro De Investigación En Alimentación Y Desarrollo, A.C.…",3 ,1,0,"Hermosillo, MX",2014 - 2020,2014,2020,18.0,HOMBRE,LICENCIATURA COMO ING. BIOQUÍMICO EN APROVECHAMIENTO DE RECURSOS ACUÁTICOS,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,2347305,1996.0,MAESTRÍA EN CIENCIAS,CENTRO DE INVESTIGACIÓN EN ALIMENTACIÓN Y DESARROL,4670810,2005,DOCTORADO EN CIENCIAS EN ALIMENTOS,INSTITUTO TECNOLÓGICO DE VERACRUZ (I.T.R.),9374994,2015,1.0,AlFaNutra,Coordinador de la Red de Investigación,Mexicana
Adrian Cesar Cavazos Sepulveda,"Cavazos Sepulveda,Adrian Cesar",8,0.0,Saudi Arabian Oil Company,14,0,3,"Río Rico, MX",2021 - 2024,2021,2024,10.0,HOMBRE,Ingeniero Físico Industrial,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,7012956,2011.0,,,,,,,,,0.0,,,Mexicana
ALDO RAMIREZ SETIEN,"RAMIREZ SETIEN,ALDO",8,183.0,"VIROX TECHNOLOGIES, INC.",11,0,0,"Monterrey, MX",2018 - 2024,2018,2024,3.0,HOMBRE,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON OPCIÓN EN CIENCIAS SOCIALES,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,1.0,9329123,2015.0,,,,,,,,,0.0,,,Mexicana
Cesar A Gonzalez,"A Gonzalez,Cesar",8,102.0,The Regents of the University of California,3,0,3,"Gustavo Díaz Ordaz, MX",1997 - 2014,1997,2014,,,,,,,,,,,,,,,,,,,
Cesar Sanchez,"Sanchez,Cesar",8,22.0,Raytheon Company,10,0,0,"Toluca, MX",2010 - 2023,2010,2023,,,,,,,,,,,,,,,,,,,
David Apolinar Guerra Zubiaga,"Guerra Zubiaga,David Apolinar",8,4.0,"RAGASA INDUSTRIAS, S.A DE C.V.",7,0,0,"Monterrey, MX",2013 - 2015,2013,2015,23.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECÁNICA,INSTITUTO TECNOLÓGICO DE CIUDAD MADERO (I.T.R.),1.0,1432529,1990.0,,,,,,,,,0.0,ITESM,Profesor,Mexicana
Eduardo Buenrostro Gonzalez,"Buenrostro Gonzalez,Eduardo",8,23.0,Instituto Mexicano del Petróleo,31,1,0,"Mexico City, MX",2014 - 2018,2014,2018,25.0,HOMBRE,LICENCIATURA EN INGENIERÍA QUÍMICA,UNIVERSIDAD AUTÓNOMA METROPOLITANA,1.0,1368670,1989.0,MAESTRÍA EN INGENIERÍA QUÍMICA (PROCESOS),UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,2128171,1995,DOCTORADO EN CIENCIAS QUÍMICAS,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,3863999,2003,1.0,,,Mexicana
Elmer Mariano Juarez,"Mariano Juarez,Elmer",8,166.0,"CORNING OPTICAL COMMUNICATIONS RF, LLC",9,0,0,"Reynosa, MX",2008 - 2023,2008,2023,,,,,,,,,,,,,,,,,,,
Enrique Barragan,"Barragan,Enrique",8,140.0,"NexisVision, Inc.",10,1,3,"Monterrey, MX",2013 - 2020,2013,2020,9.0,HOMBRE,LICENCIATURA EN INFORMÁTICA,INSTITUTO TECNOLÓGICO DE ZACATECAS (I.T.R.),1.0,4090802,2004.0,MAESTRÍA EN TECNOLOGÍAS DE LA INFORMACIÓN,"UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO, ZACATECAS, ZAC.",9553137,2016,,,,,1.0,,,Mexicana
ENRIQUE REMES ZURITA,"REMES ZURITA,ENRIQUE",8,9.0,"Ford Global Technologies, LLC",0,0,0,"Huixquilucan de Degollado, MX",2015 - 2023,2015,2023,15.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECÁNICA,UNIVERSIDAD ANÁHUAC,0.0,3209006,2000.0,MAESTRÍA EN CIENCIAS EN INGENIERÍA DE SISTEMAS,"UNIVERSITY OF SHEFFIELD, REINO UNIDO GRAN BRETAÑA E IRLANDA DEL NORTE",8845058,2014,,,,,1.0,FORD,Manager,Mexicana
Feliciano Sanchez Sinencio,"Sanchez Sinencio,Feliciano",8,175.0,Centro De Investigacion Y De Estudios Avanzados Del I.P.N.,9,0,0,"Candelaria, MX",1996 - 2002,1996,2002,33.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN ELECTRÓNICA Y COMUNICACIONES,INSTITUTO POLITÉCNICO NACIONAL,1.0,101094,1963.0,En Física,Centro Brasileiro,,,En Ciencias,Universidad de São Paulo,,,1.0,,,Mexicana
