NOMBRE DEL INVESTIGADOR,NOMBRE_INVENTOR,Ratio
"MORALES,FRANCISCO J","ESPINOZA MORALES,FRANCISCO",94.44444444444444
"MORALES,FRANCISCO J","MORALES MORALES,FRANCISCO",94.44444444444444
"MORALES,FRANCISCO J","TORNER MORALES,FRANCISCO JOSE",94.44444444444444
"MORALES,FRANCISCO J","TZOMPANTZI MORALES,FRANCISCO JAVIER",94.44444444444444
"RODRIGUEZ ZAPATA,LUIS CARLOS","RODRIGUEZ ZAPATA,LUIS CARLOS",100.0
"CASTANO DE LA SERNA,ENRIQUE","CASTANO DE LA SERNA,ENRIQUE",100.0
"PEREIRA SANTANA,ALEJANDRO","PEREIRA SANTANA,ALEJANDRO",100.0
"FIGUEROA YANEZ,LUIS JOEL","FIGUEROA YANEZ,LUIS JOEL",100.0
"LOPEZ,LUIS","AVILA LOPEZ,LUIS ALFREDO",100.0
"LOPEZ,LUIS","CARRILLO LOPEZ,LUIS MANUEL",100.0
"LOPEZ,LUIS","CASTANEDA LOPEZ,LUIS CARLOS",100.0
"LOPEZ,LUIS","CASTRO LOPEZ,LUIS FERNANDO",100.0
"LOPEZ,LUIS","DZUL LOPEZ,LUIS ALONSO",100.0
"LOPEZ,JUAN E","LOPEZ,JUAN",100.0
"LOPEZ,JUAN E","AGUIRRE LOPEZ,JUAN MANUEL",90.9090909090909
"LOPEZ,JUAN E","ALVAREZ LOPEZ,JUAN",90.9090909090909
"LOPEZ,JUAN E","BELLO LOPEZ,JUAN MANUEL",90.9090909090909
"LOPEZ,JUAN E","CAMPOS LOPEZ,JUAN PABLO",90.9090909090909
"RUIZ RUIZ,FEDERICO AUGUSTO","RUIZ RUIZ,FEDERICO AUGUSTO",100.0
"RITO PALOMARES,MARCO ANTONIO","RITO PALOMARES,MARCO ANTONIO",100.0
"VAZQUEZ VILLEGAS,OLGA PATRICIA","VAZQUEZ VILLEGAS,OLGA PATRICIA",100.0
"LOPEZ,ANGEL","AREVALO LOPEZ,ANGEL MOISES",100.0
"LOPEZ,ANGEL","MIRAMONTES LOPEZ,ANGEL SALVADOR",100.0
"LOPEZ,ANGEL","MUNDO LOPEZ,ANGEL",100.0
"LOPEZ,ANGEL","ROMERO LOPEZ,ANGEL ALONSO",100.0
"MARTINEZ,ENRIQUE","BOLADO MARTINEZ,ENRIQUE",100.0
"MARTINEZ,ENRIQUE","CRUZ MARTINEZ,ENRIQUE",100.0
"MARTINEZ,ENRIQUE","ROMO MARTINEZ,ENRIQUE JHONATAN",100.0
"GUTIERREZ,LUIS","ALANIZ GUTIERREZ,LUIS",100.0
"GUTIERREZ,LUIS","CUAUTLE GUTIERREZ,LUIS",100.0
"GUTIERREZ,LUIS","FIGUEROA GUTIERREZ,LUIS MAURICIO",100.0
"GUTIERREZ,LUIS","GUTIERREZ,LUIS",100.0
"GUTIERREZ,LUIS","MAYORAL GUTIERREZ,LUIS ALFREDO",100.0
"FRIAS,MARCO ANTONIO RAMIREZ","RAMIREZ VARGAS,MARCO ANTONIO",90.9090909090909
"ACOSTA GONZALEZ,GUILLERMO ENRIQUE","ACOSTA GONZALEZ,GUILLERMO ENRIQUE",100.0
"SANCHEZ,HECTOR J","ALVA SANCHEZ,HECTOR",93.33333333333333
"SANCHEZ,HECTOR J","AVILA SANCHEZ,HECTOR",93.33333333333333
"SANCHEZ,HECTOR J","CORRALES SANCHEZ,HECTOR HUGO",93.33333333333333
"SANCHEZ,HECTOR J","GARZA SANCHEZ,HECTOR HORACIO",93.33333333333333
"SANCHEZ,HECTOR J","GUTIERREZ SANCHEZ,HECTOR",93.33333333333333
"PENA,JAVIER","HUERTA PENA,JAVIER CRUZ",100.0
"MORALES,GUILLERMO","BOILS MORALES,GUILLERMO",100.0
"MORALES,GUILLERMO","REYES MORALES,GUILLERMO",100.0
"PADILLA,GABRIEL","DIAZ PADILLA,GABRIEL",100.0
"PADILLA,GABRIEL","GOMEZ PADILLA,GABRIEL",100.0
"REYES,RODRIGO","MENESES REYES,RODRIGO",100.0
"BELLO,MARCO HERNANDEZ","HERNANDEZ BELLO,MARCO AURELIO",100.0
"VAZQUEZ,MANUEL","FRAGOSO VAZQUEZ,MANUEL JONATHAN",100.0
"VAZQUEZ,MANUEL","GANDARA VAZQUEZ,MANUEL",100.0
"VAZQUEZ,MANUEL","MARTINEZ VAZQUEZ,MANUEL ALEJANDRO",100.0
"VAZQUEZ,MANUEL","PARRA VAZQUEZ,MANUEL ROBERTO",100.0
"GONZALEZ,JOSE M","CABRERA GONZALEZ,JOSE LUIS",92.85714285714286
"GONZALEZ,JOSE M","CANTU GONZALEZ,JOSE ROBERTO",92.85714285714286
"GONZALEZ,JOSE M","CARRILLO GONZALEZ,JOSE GERARDO",92.85714285714286
"GONZALEZ,JOSE M","CASASOLA GONZALEZ,JOSE ARTURO",92.85714285714286
"GONZALEZ,JOSE M","CASTELLANOS GONZALEZ,JOSE ALBERTO",92.85714285714286
"PEZZOTTI ROBLETO,FABIO","PEZZOTTI ROBLETO,FABIO",100.0
"MOLINAR,HECTOR MANCHA","MANCHA MOLINAR,HECTOR",100.0
"GONZALEZ,FERNANDO","BASTIDA GONZALEZ,FERNANDO GUADALUPE",100.0
"GONZALEZ,FERNANDO","CANDANEDO GONZALEZ,FERNANDO AURELIANO",100.0
"GONZALEZ,FERNANDO","CASTILLO GONZALEZ,FERNANDO",100.0
"GONZALEZ,FERNANDO","CHIWO GONZALEZ,FERNANDO SEBASTIAN",100.0
"GONZALEZ,FERNANDO","CISNEROS GONZALEZ,FERNANDO",100.0
"SANCHEZ,JAVIER","ESPINOZA DE LOS MONTEROS SANCHEZ,JAVIER",100.0
"SANCHEZ,JAVIER","GUTIERREZ SANCHEZ,JAVIER",100.0
"SANCHEZ,JAVIER","HERNANDEZ SANCHEZ,JAVIER",100.0
"SANCHEZ,JAVIER","MOTA SANCHEZ,JAVIER",100.0
"SANCHEZ,JAVIER","VARGAS SANCHEZ,JAVIER",100.0
"CASTILLO,GABRIELA","NIETO CASTILLO,GABRIELA",100.0
"BARROSO VILLA,JUAN GERARDO","BARROSO VILLA,JUAN GERARDO",100.0
"BUCIO,JOSE","LOPEZ BUCIO,JOSE",100.0
"GONZALEZ,GUILLERMO","ACOSTA GONZALEZ,GUILLERMO ENRIQUE",100.0
"GONZALEZ,GUILLERMO","GALINDO GONZALEZ,GUILLERMO",100.0
"GONZALEZ,GUILLERMO","HERNANDEZ GONZALEZ,GUILLERMO",100.0
"GONZALEZ,GUILLERMO","RIVERA GONZALEZ,GUILLERMO CIPACTL",100.0
"GONZALEZ,GUILLERMO","TORIZ GONZALEZ,GUILLERMO",100.0
"CASTANEDA,JUAN CARLOS RUIZ","PEREZ CASTANEDA,JUAN CARLOS",90.56603773584905
"CONTRERAS,ANTONIO","FAVELA CONTRERAS,ANTONIO RAMON",100.0
"CONTRERAS,ANTONIO","FAVELA CONTRERAS,ANTONIO RAMON XICOTENCATL",100.0
"VELASCO,FRANCISCO","COQUIS VELASCO,FRANCISCO JAVIER",100.0
"VELASCO,FRANCISCO","QUIJANO VELASCO,FRANCISCO",100.0
"RUIZ,LUIS J","CHAZARO RUIZ,LUIS FELIPE",90.0
"RUIZ,LUIS J","DOMINGUEZ RUIZ,LUIS ANGEL",90.0
"RUIZ,LUIS J","GARCIA RUIZ,LUIS JUVENTINO",90.0
"RUIZ,LUIS J","MORENO RUIZ,LUIS ANTONIO",90.0
"RUIZ,LUIS J","PEREZ RUIZ,LUIS CARLOS",90.0
"SANCHEZ,OCTAVIO","DE LOS SANTOS SANCHEZ,OCTAVIO",100.0
"LOPEZ,GUADALUPE CLEVA VILLANUEVA","VILLANUEVA LOPEZ,GUADALUPE CLEVA",100.0
"RUIZ,CARLOS","BADILLO RUIZ,CARLOS ALBERTO",100.0
"RUIZ,CARLOS","CORTEZ RUIZ,CARLOS",100.0
"RUIZ,CARLOS","DIAZ RUIZ,CARLOS ADRIAN",100.0
"RUIZ,CARLOS","ESCOBAR RUIZ,CARLOS ANDRES",100.0
"RUIZ,CARLOS","FUENTES RUIZ,CARLOS",100.0
"TERVEN SALINAS,JUAN RAMON","TERVEN SALINAS,JUAN RAMON",100.0
"CASTRO RAMOS,JORGE EMMANUEL","CASTRO RAMOS,JORGE",100.0
"CASTRO RAMOS,JORGE EMMANUEL","RAMOS,JORGE",100.0
"GARCIA,OSCAR","ANGEL GARCIA,OSCAR",100.0
"GARCIA,OSCAR","BARRON GARCIA,OSCAR YAEL",100.0
"GARCIA,OSCAR","PEREZ GARCIA,OSCAR",100.0
"GARCIA,OSCAR","PROSPERO GARCIA,OSCAR",100.0
"GARCIA,OSCAR","RIVERA GARCIA,OSCAR BERNARDO",100.0
"CARDENAS,ALFONSO","DIAZ CARDENAS,ALFONSO FELIPE",100.0
"RAMIREZ,JAVIER","ALDECO RAMIREZ,JAVIER",100.0
"RAMIREZ,JAVIER","CONTRERAS RAMIREZ,JAVIER ISAAC",100.0
"RAMIREZ,JAVIER","GONZALEZ RAMIREZ,JAVIER",100.0
"RAMIREZ,JAVIER","MANCILLA RAMIREZ,JAVIER",100.0
"RAMIREZ,JAVIER","PEREZ RAMIREZ,JAVIER",100.0
"GOMEZ,FRANCISCO","BARONA GOMEZ,FRANCISCO",100.0
"GOMEZ,FRANCISCO","ESPINOZA GOMEZ,FRANCISCO",100.0
"GOMEZ,FRANCISCO","GORJON GOMEZ,FRANCISCO JAVIER",100.0
"GOMEZ,FRANCISCO","MARTINEZ GOMEZ,FRANCISCO",100.0
"GOMEZ,FRANCISCO","MATA GOMEZ,FRANCISCO DE JESUS",100.0
"GALVAN MIYOSHI,JULIAN M","GALVAN MIYOSHI,JULIAN MASASUE",95.45454545454545
"OLIVARES LECONA,JOSE ALBERTO","OLIVARES LECONA,JOSE ALBERTO",100.0
"CALZADA,JEAN PHILIPPE VIELLE","VIELLE CALZADA,JEAN PHILIPPE",100.0
"LEON,NIDIA SANCHEZ","SANCHEZ LEON,NIDIA LUZ",100.0
"BERMUDEZ HUMARAN,LUIS","BERMUDEZ HUMARAN,LUIS GILBERTO",100.0
"TORRES MARAVILLA,EDGAR","TORRES MARAVILLA,EDGAR",100.0
"SANCHEZ PARDO,MARIA ELENA","SANCHEZ PARDO,MARIA ELENA",100.0
"GARCIA,MARIO","ANZURES GARCIA,MARIO",100.0
"GARCIA,MARIO","ARGUETA GARCIA,MARIO OTHON",100.0
"GARCIA,MARIO","ARIAS GARCIA,MARIO ALBERTO",100.0
"GARCIA,MARIO","DOMINGUEZ GARCIA,MARIO JOAQUIN",100.0
"GARCIA,MARIO","GONZALEZ GARCIA,MARIO ARTURO",100.0
"LUNA AGUILAR,ESTEBAN ANTOLIN","LUNA AGUILAR,ESTEBAN ANTOLIN",100.0
"SALAS CASALES,LUIS","SALAS CASALES,LUIS",100.0
"RUIZ SCHNEIDER,ELFEGO GUILLERMO","RUIZ SCHNEIDER,ELFEGO GUILLERMO",100.0
"VAZQUEZ,JOSE","ARELLANO VAZQUEZ,JOSE LUIS",100.0
"VAZQUEZ,JOSE","ARISPE VAZQUEZ,JOSE LUIS",100.0
"VAZQUEZ,JOSE","BELMONTE VAZQUEZ,JOSE LUIS",100.0
"VAZQUEZ,JOSE","BLANCAS VAZQUEZ,JOSE JUAN",100.0
"VAZQUEZ,JOSE","CABALLERO VAZQUEZ,JOSE ADAN",100.0
"GOMEZ,IRVING UZIEL HERNANDEZ","HERNANDEZ GOMEZ,IRVING URIEL",96.42857142857143
"VARGAS LUNA,FRANCISCO M","VARGAS LUNA,FRANCISCO MIGUEL",95.45454545454545
"LEON,MANUEL","FLORES LEON,MANUEL",100.0
"LEON,MANUEL","GARZA LEON,MANUEL ALEJANDRO",100.0
"HERNANDEZ GOMEZ,IRVING UZIEL","HERNANDEZ GOMEZ,IRVING URIEL",96.42857142857143
"GUZMAN PANTOJA,JAVIER","GUZMAN PANTOJA,JAVIER",100.0
"MUNOZ ARROYO,JOSE ANTONIO","MUNOZ ARROYO,JOSE ANTONIO",100.0
"GARCIA CRUZ,ISIDORO","GARCIA CRUZ,ISIDORO",100.0
"MARTINEZ,ALEJANDRO","AGUIRRE MARTINEZ,ALEJANDRO FRANCISCO",100.0
"MARTINEZ,ALEJANDRO","ALVAREZ MARTINEZ,ALEJANDRO",100.0
"MARTINEZ,ALEJANDRO","ARTEAGA MARTINEZ,ALEJANDRO",100.0
"MARTINEZ,ALEJANDRO","BALANZAR MARTINEZ,ALEJANDRO",100.0
"MARTINEZ,ALEJANDRO","DE LA CRUZ MARTINEZ,ALEJANDRO",100.0
"VAZQUEZ,JESUS","LOPEZ VAZQUEZ,JESUS ALEJANDRO",100.0
"VAZQUEZ,JESUS","MALDONADO VAZQUEZ,JESUS MANUEL",100.0
"VAZQUEZ,JESUS","VALDES VAZQUEZ,JESUS GERARDO",100.0
"SALDIVAR,ALAN","CONTRERAS SALDIVAR,ALAN GABRIEL",100.0
"GONZALEZ,ERNESTO","ALCANTAR GONZALEZ,ERNESTO GABRIEL",100.0
"GONZALEZ,ERNESTO","AVILA GONZALEZ,ERNESTO",100.0
"GONZALEZ,ERNESTO","CAMPOS GONZALEZ,ERNESTO",100.0
"GONZALEZ,ERNESTO","FIGUEROA GONZALEZ,ERNESTO GEOVANI",100.0
"GONZALEZ,ERNESTO","FLORES GONZALEZ,ERNESTO",100.0
"CANO,RICARDO","GRANDE CANO,RICARDO ALFREDO",100.0
"AGUILAR,RAFAEL","MORA AGUILAR,RAFAEL",100.0
"VAZQUEZ CASTILLO,JAVIER","VAZQUEZ CASTILLO,JAVIER",100.0
"CENDEJAS ZARAGOZA,LEOPOLDO","CENDEJAS ZARAGOZA,LEOPOLDO",100.0
"GONGORA CASTILLO,ELSA BEATRIZ","GONGORA CASTILLO,ELSA BEATRIZ",100.0
"GARCIA,JOSE A","ABRIL GARCIA,JOSE HUMBERTO",91.66666666666667
"GARCIA,JOSE A","ALEJOS GARCIA,JOSE OVIDIO",91.66666666666667
"GARCIA,JOSE A","ALVARADO GARCIA,JOSE ALBERTO",91.66666666666667
"GARCIA,JOSE A","ARCOS GARCIA,JOSE LUIS",91.66666666666667
"GARCIA,JOSE A","ARELLANO GARCIA,JOSE DE JESUS",91.66666666666667
"MARTINEZ,SERGIO ADRIAN","DIAZ MARTINEZ,SERGIO",90.47619047619048
"MARTINEZ,RAFAEL","ARRIAGA MARTINEZ,RAFAEL",100.0
"MARTINEZ,RAFAEL","CHAVEZ MARTINEZ,RAFAEL",100.0
"MARTINEZ,RAFAEL","DELGADO MARTINEZ,RAFAEL",100.0
"MARTINEZ,RAFAEL","KELLY MARTINEZ,RAFAEL DE JESUS",100.0
"MARTINEZ,RAFAEL","LOPEZ MARTINEZ,RAFAEL ANTONIO",100.0
"RANGEL PATINO,FRANCISCO","RANGEL PATINO,FRANCISCO ELIAS",100.0
"MARTINEZ CHAPA,SERGIO OMAR","MARTINEZ CHAPA,SERGIO OMAR",100.0
"CHAUHAN,GAURAV","CHAUHAN,GAURAV",100.0
"AVILA,RAUL","HOLGUIN AVILA,RAUL",100.0
"AVILA,RAUL","IZAGUIRRE AVILA,RAUL ABDON",100.0
"AVILA,RAUL","TEMOLTZI AVILA,RAUL",100.0
"LOPEZ SANCHEZ,JOSE ANTONIO","TEC SANCHEZ,JOSE ANTONIO",90.9090909090909
"GOMEZ,KARLA","BALLESTEROS GOMEZ,KARLA GISSEL",100.0
"GOMEZ,KARLA","CAMARILLO GOMEZ,KARLA ANHEL",100.0
"GOMEZ,KARLA","MARTINEZ GOMEZ,KARLA",100.0
"GOMEZ,KARLA","SANTACRUZ GOMEZ,KARLA JOSEFINA",100.0
"ALVARADO,JUAN M","ALVARADO,JUAN FRANCISCO JAVIER",92.85714285714286
"ALVARADO,JUAN M","GONZALEZ ALVARADO,JUAN MANUEL",92.85714285714286
"ALVARADO,JUAN M","ORTIZ ALVARADO,JUAN DE DIOS",92.85714285714286
"JIMENEZ,MANUEL","LIZARDI JIMENEZ,MANUEL ALEJANDRO",100.0
"JIMENEZ,MANUEL","ONTIVEROS JIMENEZ,MANUEL NETZACURI",100.0
"JIMENEZ,MANUEL","VALENZUELA JIMENEZ,MANUEL ANGEL",100.0
"SANCHEZ,ANDREA","SAMANIEGO SANCHEZ,ANDREA",100.0
"GARCIA GONZALEZ,ALEJANDRO","GARCIA GONZALEZ,ALEJANDRO",100.0
"GARCIA GONZALEZ,ALEJANDRO","GARCIA GONZALEZ,LEANDRO",95.83333333333333
"FUENTES AGUILAR,RITA QUETZIQUEL","FUENTES AGUILAR,RITA QUETZIQUEL",100.0
"ESPINOZA GONZALEZ,CARLOS JOSE","ESPINOZA GONZALEZ,CARLOS JOSE",100.0
"IBARRA LACLETTE,ENRIQUE","IBARRA LACLETTE,ENRIQUE",100.0
"ROMERO GARCIA,JORGE","ROMERO GARCIA,JORGE",100.0
"PARIONA MENDOZA,NICOLAZA","PARIONA MENDOZA,NICOLAZA",100.0
"PEREZ TORRES,CLAUDIA ANAHI","PEREZ TORRES,CLAUDIA ANAHI",100.0
"SALAZAR,MANUEL","SALMON SALAZAR,MANUEL DE JESUS",100.0
"RANGEL,JOSE J","GARROCHO RANGEL,JOSE ARTURO",91.66666666666667
"RANGEL,JOSE J","MENDOZA RANGEL,JOSE MANUEL",91.66666666666667
"RANGEL,JOSE J","RIVERA RANGEL,JOSE ISRAEL",91.66666666666667
"RANGEL,JOSE J","SAENZ RANGEL,JOSE RAFAEL",91.66666666666667
"HERRERA,HECTOR J","ARMENDARIZ HERRERA,HECTOR",93.33333333333333
"HERRERA,HECTOR J","FLORES HERRERA,HECTOR",93.33333333333333
"AGUILAR,JOSE ROBERTO","BAUTISTA AGUILAR,JOSE ROBERTO",100.0
"GONZALEZ,CLAUDIA","ALONSO GONZALEZ,CLAUDIA",100.0
"GONZALEZ,CLAUDIA","DE FUENTES GONZALEZ,CLAUDIA BERENICE",100.0
"GONZALEZ,CLAUDIA","ESPINOSA GONZALEZ,CLAUDIA GUADALUPE",100.0
"GONZALEZ,CLAUDIA","LERMA GONZALEZ,CLAUDIA",100.0
"GONZALEZ,CLAUDIA","MAGANA GONZALEZ,CLAUDIA ROCIO",100.0
"HERNANDEZ,JOSE LUIS","BERISTAIN HERNANDEZ,JOSE LUIS",100.0
"HERNANDEZ,JOSE LUIS","CONTRERAS HERNANDEZ,JOSE LUIS",100.0
"HERNANDEZ,JOSE LUIS","GARCIA HERNANDEZ,JOSE LUIS",100.0
"HERNANDEZ,JOSE LUIS","HERNANDEZ HERNANDEZ,JOSE LUIS",100.0
"HERNANDEZ,JOSE LUIS","MOLINA HERNANDEZ,JOSE LUIS",100.0
"RAMIREZ,RODOLFO","QUINTERO RAMIREZ,RODOLFO",100.0
"GONZALEZ HERRERA,IRMA GABRIELA","GONZALEZ HERRERA,IRMA GABRIELA",100.0
"MARTINEZ,HECTOR G","BARAJAS MARTINEZ,HECTOR MANUEL",93.75
"MARTINEZ,HECTOR G","BELLO MARTINEZ,HECTOR",93.75
"MARTINEZ,HECTOR G","CASTRO MARTINEZ,HECTOR",93.75
"MARTINEZ,HECTOR G","COSTILLA MARTINEZ,HECTOR ALEJANDRO",93.75
"MARTINEZ,HECTOR G","DE LEON MARTINEZ,HECTOR ASAEL",93.75
"MONDRAGON GONZALEZ,RICARDO","MONDRAGON GONZALEZ,RICARDO",100.0
"FIGUEROA,HUMBERTO","MENDOZA FIGUEROA,HUMBERTO LUBRIEL",100.0
"RIVERA,RUBEN","CHAVEZ RIVERA,RUBEN",100.0
"RIVERA,RUBEN","GONZALEZ RIVERA,RUBEN",100.0
"RIVERA,RUBEN","GUERRERO RIVERA,RUBEN",100.0
"MENDEZ,JOSE D","ALANIS MENDEZ,JOSE LUIS",91.66666666666667
"MENDEZ,JOSE D","CAMARENA MENDEZ,JOSE OCTAVIO",91.66666666666667
"MENDEZ,JOSE D","CASTILLO MENDEZ,JOSE ALEJANDRO",91.66666666666667
"MENDEZ,JOSE D","DE LA PAZ MENDEZ,JOSE ELIGIO",91.66666666666667
"MENDEZ,JOSE D","DIAZ MENDEZ,JOSE ALEJANDRO",91.66666666666667
"MENDOZA,DANIEL","GONZALEZ MENDOZA,DANIEL",100.0
"MENDOZA,DANIEL","JIMENEZ MENDOZA,DANIEL",100.0
"MENDOZA,DANIEL","ZAVALA MENDOZA,DANIEL",100.0
"GUTIERREZ,MANUEL","ELIAS GUTIERREZ,MANUEL",100.0
"GUTIERREZ,MANUEL","ESTRELLA GUTIERREZ,MANUEL ALEJANDRO",100.0
"GUTIERREZ,MANUEL","GUERRERO GUTIERREZ,MANUEL ALBERTO",100.0
"GUTIERREZ,MANUEL","HERNANDEZ GUTIERREZ,MANUEL",100.0
"GUTIERREZ,MANUEL","NAVARRO GUTIERREZ,MANUEL",100.0
"XICOHTENCATL CORTES,JUAN","XICOHTENCATL CORTES,JUAN",100.0
"LUNA PINEDA,VICTOR MANUEL","LUNA PINEDA,VICTOR MANUEL",100.0
"JIMENEZ,ALFREDO","BUENO JIMENEZ,ALFREDO",100.0
"JIMENEZ,ALFREDO","LOPEZ JIMENEZ,ALFREDO",100.0
"JIMENEZ,ALFREDO","MARTINEZ JIMENEZ,ALFREDO",100.0
"CAZARES,JUAN PABLO","CASTANEDO CAZARES,JUAN PABLO",100.0
"DEL ROSARIO GUADALUPE VEGA Y SAENZ DE MIERA,MARIA","VEGA Y SAENZ DE MIERA,MARIA DEL ROSARIO GUADALUPE",100.0
"SOTO EGUIBAR,ENRIQUE","SOTO EGUIBAR,ENRIQUE",100.0
"ALEKSANDROV,VLADIMIR","ALEKSANDROV,VLADIMIR",100.0
"JAVIER MENDIETA JIMENEZ,FRANCISCO","MENDIETA JIMENEZ,FRANCISCO JAVIER",100.0
"CRISTINA PLIEGO CARRILLO,ADRIANA","PLIEGO CARRILLO,ADRIANA CRISTINA",100.0
"MONDRAGON,DAVID","GARCIA MONDRAGON,DAVID",100.0
"PEREZ,MARCOS","FUENTES PEREZ,MARCOS",100.0
"PEREZ,MARCOS","LOPEZ PEREZ,MARCOS",100.0
"SANCHEZ,ALBERTO","BENITEZ SANCHEZ,ALBERTO",100.0
"SANCHEZ,ALBERTO","GONZALEZ SANCHEZ,ALBERTO",100.0
"SANCHEZ,ALBERTO","VICENS SANCHEZ,ALBERTO",100.0
"LOPEZ,JUAN","AGUIRRE LOPEZ,JUAN MANUEL",100.0
"LOPEZ,JUAN","ALVAREZ LOPEZ,JUAN",100.0
"LOPEZ,JUAN","BELLO LOPEZ,JUAN MANUEL",100.0
"LOPEZ,JUAN","CAMPOS LOPEZ,JUAN PABLO",100.0
"LOPEZ,JUAN","CASTILLO LOPEZ,JUAN ANTONIO",100.0
"CARRILLO,JORGE","MILAN CARRILLO,JORGE",100.0
"CARRILLO,JORGE","RIVAS CARRILLO,JORGE DAVID",100.0
"CRUZ,ARTURO","COLIN CRUZ,ARTURO",100.0
"CRUZ,ARTURO","DIAZ CRUZ,ARTURO",100.0
"CRUZ,ARTURO","HERNANDEZ CRUZ,ARTURO",100.0
"CRUZ,ARTURO","JIMENEZ CRUZ,ARTURO",100.0
"CRUZ,ARTURO","OJEDA DE LA CRUZ,ARTURO",100.0
"RODRIGUEZ FERNANDEZ,OLIVERIO SANTIAGO","RODRIGUEZ FERNANDEZ,OLIVERIO SANTIAGO",100.0
"FERNANDEZ TAVIZON,SALVADOR","FERNANDEZ TAVIZON,SALVADOR",100.0
"PAREDES,ANTONIO","ALARCON PAREDES,ANTONIO",100.0
"PORTALES MARTINEZ,BENJAMIN","PORTALES MARTINEZ,BENJAMIN",100.0
"HERNANDEZ,DANIEL JOSEPH","HERNANDEZ,DANIEL",100.0
"FERNANDEZ FUENTES,ANTONIO","FERNANDEZ FUENTES,ANTONIO",100.0
"VARGAS GUTIERREZ,GREGORIO","VARGAS GUTIERREZ,GREGORIO",100.0
"RODRIGUEZ BRAVO,CESAR AUGUSTO","RODRIGUEZ CANO,CESAR AUGUSTO",91.2280701754386
"PERALES MARTINEZ,IMPERIO","PERALES MARTINEZ,IMPERIO ANEL",100.0
"HERNANDEZ MAYA,ROBERTO CARLOS","HERNANDEZ MAYA,ROBERTO CARLOS",100.0
"HERNANDEZ MAYA,ROBERTO CARLOS","HERNANDEZ LANDA,ROBERTO CARLOS",91.52542372881356
"GARCIA,JESUS","BERNAL GARCIA,JESUS MANUEL",100.0
"GARCIA,JESUS","CAMPOS GARCIA,JESUS",100.0
"GARCIA,JESUS","CAMPOS GARCIA,JESUS BAUDELIO",100.0
"GARCIA,JESUS","ESTEVEZ GARCIA,JESUS ALEJANDRO",100.0
"GARCIA,JESUS","GARCIA GARCIA,JESUS ALBERTO",100.0
"AGUILAR TOALA,JOSE ELEAZAR","AGUILAR TOALA,JOSE ELEAZAR",100.0
"PEREZ,IVAN","CASTILLO PEREZ,IVAN",100.0
"PEREZ,IVAN","HERNANDEZ PEREZ,IVAN ALEJANDRO",100.0
"PEREZ,IVAN","OROPEZA PEREZ,IVAN",100.0
"ILIZALITURRI SANCHEZ,VICTOR","ILIZALITURRI SANCHEZ,VICTOR MANUEL",100.0
"GARCIA,RICARDO","CASTRO GARCIA,RICARDO",100.0
"GARCIA,RICARDO","CHAPA GARCIA,RICARDO",100.0
"GARCIA,RICARDO","COLIN GARCIA,RICARDO",100.0
"GARCIA,RICARDO","GOMEZ GARCIA,RICARDO",100.0
"GARCIA,RICARDO","GONZALEZ GARCIA,RICARDO AXAYACATL",100.0
"ALVAREZ,JOSE","AVENDANO ALVAREZ,JOSE OTILIO",100.0
"ALVAREZ,JOSE","BOTELLO ALVAREZ,JOSE ENRIQUE",100.0
"ALVAREZ,JOSE","CAMPOS ALVAREZ,JOSE",100.0
"ALVAREZ,JOSE","CASAS ALVAREZ,JOSE GUSTAVO",100.0
"ALVAREZ,JOSE","CERVANTES ALVAREZ,JOSE FRANCISCO",100.0
"MENDOZA,MIGUEL ANGEL","FLORES MENDOZA,MIGUEL ANGEL",100.0
"MENDOZA,MIGUEL ANGEL","MORALES MENDOZA,MIGUEL ANGEL",100.0
"MENDOZA,MIGUEL ANGEL","WALDO MENDOZA,MIGUEL ANGEL",100.0
"GARCIA MARTINEZ,JOSE RAMON","GARCIA MARTINEZ,JOSE ROMAN",92.3076923076923
"GOMEZ,VICTOR","ARELLANO GOMEZ,VICTOR MANUEL",100.0
"GOMEZ,VICTOR","CASTREJON GOMEZ,VICTOR ROGELIO",100.0
"GOMEZ,VICTOR","DE LEON GOMEZ,VICTOR SAMUEL",100.0
"GOMEZ,VICTOR","LOPEZ GOMEZ,VICTOR",100.0
"GOMEZ,VICTOR","MARTINEZ GOMEZ,VICTOR JESUS",100.0
"RAMOS ALARCON BARROSO,FERNANDO","RAMOS ALARCON BARROSO,FERNANDO LUIS",100.0
"GARDUNO,MANUEL","ANAYA GARDUNO,MANUEL",100.0
"HERNANDEZ,DAVID","ARIAS HERNANDEZ,DAVID",100.0
"HERNANDEZ,DAVID","BARRERA HERNANDEZ,DAVID",100.0
"HERNANDEZ,DAVID","CHACON HERNANDEZ,DAVID",100.0
"HERNANDEZ,DAVID","DELGADO HERNANDEZ,DAVID JOAQUIN",100.0
"HERNANDEZ,DAVID","GARCIA HERNANDEZ,DAVID GILBERTO",100.0
"HERNANDEZ,NESTOR","GALAN HERNANDEZ,NESTOR DANIEL",100.0
"GARCIA,ARTURO","BRISENO GARCIA,ARTURO",100.0
"GARCIA,ARTURO","GAVILAN GARCIA,ARTURO",100.0
"GARCIA,ARTURO","JUAREZ GARCIA,ARTURO",100.0
"GARCIA,ARTURO","LOPEZ GARCIA,ARTURO CESAR",100.0
"GARCIA,ARTURO","RODRIGUEZ GARCIA,ARTURO",100.0
