numero patente,titulo patente,fecha patente,Patents,NOMBRE_INVENTOR,Inventor,Location,years active,año de inicio,última patente
8844512,Combustion air supply apparatus for an oven appliance,2014-09-30,13,"Barber,Philip Ames",Philip Ames Barber,"Louisville, US",2003-2019,2003,2019
8845944,Method of manufacturing midsole for article of footwear,2014-09-30,1,"Charoonsak,Nalinrat",Nalinrat Charoonsak,"Bangkok, TH",2014-2014,2014,2014
8845944,Method of manufacturing midsole for article of footwear,2014-09-30,22,"Sills,Craig K",Craig K Sills,"Tigard, US",2011-2023,2011,2023
8845944,Method of manufacturing midsole for article of footwear,2014-09-30,1,"Le,Hien Cong",Hien Cong Le,"Chihuahua, MX",2014-2014,2014,2014
8846341,Marker panels for idiopathic pulmonary fibrosis diagnosis and evaluation,2014-09-30,1,"Selman,Moises",Moises Selman,"Mexico City, MX",2014-2014,2014,2014
8846341,Marker panels for idiopathic pulmonary fibrosis diagnosis and evaluation,2014-09-30,4,"Noth,Imre",Imre Noth,"Chicago, US",2014-2021,2014,2021
8846341,Marker panels for idiopathic pulmonary fibrosis diagnosis and evaluation,2014-09-30,2,"Gochuico,Bernadette R",Bernadette R Gochuico,"Potomac, US",2014-2021,2014,2021
8846341,Marker panels for idiopathic pulmonary fibrosis diagnosis and evaluation,2014-09-30,19,"Richards,Thomas J",Thomas J Richards,"Pittsburgh, US",1977-2017,1977,2017
8846341,Marker panels for idiopathic pulmonary fibrosis diagnosis and evaluation,2014-09-30,8,"Kaminski,Naftali",Naftali Kaminski,"Pittsburgh, US",2013-2023,2013,2023
8846341,Marker panels for idiopathic pulmonary fibrosis diagnosis and evaluation,2014-09-30,1,"Konishi,Kazuhisa",Kazuhisa Konishi,"Kyoto, JP",2014-2014,2014,2014
8846341,Marker panels for idiopathic pulmonary fibrosis diagnosis and evaluation,2014-09-30,3,"Gibson,Kevin",Kevin Gibson,"Gibsonia, US",2014-2021,2014,2021
8846341,Marker panels for idiopathic pulmonary fibrosis diagnosis and evaluation,2014-09-30,1,"Rosas,Ivan",Ivan Rosas,"Boston, US",2014-2014,2014,2014
8846341,Marker panels for idiopathic pulmonary fibrosis diagnosis and evaluation,2014-09-30,4,"Herazo Maya,Jose David",Jose David Herazo Maya,"Pittsburgh, US",2014-2021,2014,2021
8846708,Salt of a pyrimidin derivative,2014-09-30,6,"Senosiain Pelaez,Juan Pablo",Juan Pablo Senosiain Pelaez,"Suchiapa, MX",2014-2019,2014,2019
8846708,Salt of a pyrimidin derivative,2014-09-30,1,"Lara Ochoa,Manuel Francisco",Manuel Francisco Lara Ochoa,"Suchiapa, MX",2014-2014,2014,2014
8846708,Salt of a pyrimidin derivative,2014-09-30,1,"Senosiain Arroyo,Hector",Hector Senosiain Arroyo,"Suchiapa, MX",2014-2014,2014,2014
8851307,Frame for panel and method for attaching a frame to a panel,2014-10-07,25,"Vardon,Francois",Francois Vardon,"Querétaro, MX",2005-2014,2005,2014
8851307,Frame for panel and method for attaching a frame to a panel,2014-10-07,14,"Mottelet,Beatrice",Beatrice Mottelet,"Compiègne, FR",2003-2018,2003,2018
8851307,Frame for panel and method for attaching a frame to a panel,2014-10-07,9,"Lefevre,Pascal",Pascal Lefevre,"Chauny, FR",1997-2018,1997,2018
8851307,Frame for panel and method for attaching a frame to a panel,2014-10-07,12,"Huchet,Gerard",Gerard Huchet,"Autrêches, FR",1989-2018,1989,2018
8851441,Engine skid assembly,2014-10-07,2,"Acuna,Antonio",Antonio Acuna,"San Diego, US",2011-2014,2011,2014
8851441,Engine skid assembly,2014-10-07,1,"Quinones,Pablo Alfonso Olachea",Pablo Alfonso Olachea Quinones,"Tijuana, MX",2014-2014,2014,2014
8851568,Retractable passenger seat,2014-10-07,2,"Trevizo,Rebeca Rubio",Rebeca Rubio Trevizo,"Chihuahua, MX",2013-2014,2013,2014
8851568,Retractable passenger seat,2014-10-07,1,"Bencomo Arvizo,Fernando Luis",Fernando Luis Bencomo Arvizo,"Chihuahua, MX",2014-2014,2014,2014
8851568,Retractable passenger seat,2014-10-07,5,"Flores Aguirre,Raul Daniel",Raul Daniel Flores Aguirre,"Chihuahua, MX",2014-2021,2014,2021
8851568,Retractable passenger seat,2014-10-07,1,"Gonzalez Gonzalez,Gabriela Alejandra",Gabriela Alejandra Gonzalez Gonzalez,"Chihuahua, MX",2014-2014,2014,2014
8851568,Retractable passenger seat,2014-10-07,9,"Funk,Robert",Robert Funk,"Grapevine, US",1989-2022,1989,2022
8853119,Unsupported and supported promoted ruthenium sulfide catalyst with high catalytic activity for hydrocarbon hydrotreatments and its method,2014-10-07,2,"Farias Mancilla,Jose Rurik",Jose Rurik Farias Mancilla,"Chihuahua, MX",2014-2015,2014,2015
8853119,Unsupported and supported promoted ruthenium sulfide catalyst with high catalytic activity for hydrocarbon hydrotreatments and its method,2014-10-07,4,"Aguilar Elguezabal,Alfredo",Alfredo Aguilar Elguezabal,"Chihuahua, MX",2012-2015,2012,2015
8853119,Unsupported and supported promoted ruthenium sulfide catalyst with high catalytic activity for hydrocarbon hydrotreatments and its method,2014-10-07,2,"Ornelas Gutierrez,Carlos Elias",Carlos Elias Ornelas Gutierrez,"Chihuahua, MX",2014-2015,2014,2015
8853119,Unsupported and supported promoted ruthenium sulfide catalyst with high catalytic activity for hydrocarbon hydrotreatments and its method,2014-10-07,6,"Alvarez Contreras,Lorena",Lorena Alvarez Contreras,"Chihuahua, MX",2012-2015,2012,2015
8853977,Spherical mechanical energy accumulator to reduce bursts and damage caused by bursts,2014-10-07,9,"Gottfried,Mario H",Mario H Gottfried,"Villa de Cos, MX",1980-2023,1980,2023
8855774,Vestibular prosthesis,2014-10-07,1,"Soto Eguibar,Enrique",Enrique Soto Eguibar,"Puebla, MX",2014-2014,2014,2014
8855774,Vestibular prosthesis,2014-10-07,1,"Guerrero Sanchez,Wuiyevaldo Fermin",Wuiyevaldo Fermin Guerrero Sanchez,"Puebla, MX",2014-2014,2014,2014
8855774,Vestibular prosthesis,2014-10-07,2,"Alexandrova,Tamara",Tamara Alexandrova,"Puebla, MX",2014-2023,2014,2023
8855774,Vestibular prosthesis,2014-10-07,1,"Pliego Carrillo,Adriana Cristina",Adriana Cristina Pliego Carrillo,"Puebla, MX",2014-2014,2014,2014
8855774,Vestibular prosthesis,2014-10-07,1,"Romero,Maribel Reyes",Maribel Reyes Romero,"Puebla, MX",2014-2014,2014,2014
8855774,Vestibular prosthesis,2014-10-07,2,"Aleksandrov,Vladimir",Vladimir Aleksandrov,"Puebla, MX",2014-2023,2014,2023
8855774,Vestibular prosthesis,2014-10-07,1,"Vega Y Saenz De Miera,Maria Del Rosario Guadalupe",Maria Del Rosario Guadalupe Vega Y Saenz De Miera,"Puebla, MX",2014-2014,2014,2014
8857826,Wheelbarrow lateral support,2014-10-14,9,"Frenkel,Moises Sheinberg",Moises Sheinberg Frenkel,"Miguel Hidalgo, MX",2010-2015,2010,2015
8857911,Passenger seat assembly,2014-10-14,1,"Lara,Oscar Ruiz",Oscar Ruiz Lara,"Chihuahua, MX",2014-2014,2014,2014
8857911,Passenger seat assembly,2014-10-14,11,"Aguirre,Raul Daniel Flores",Raul Daniel Flores Aguirre,"Chihuahua, MX",2013-2015,2013,2015
8859217,"Method of determining the sex of birds, reptiles and mammals using steroid hormones",2014-10-14,2,"Orrantia Borunda,Erasmo",Erasmo Orrantia Borunda,"Chihuahua, MX",2014-2016,2014,2016
8859217,"Method of determining the sex of birds, reptiles and mammals using steroid hormones",2014-10-14,1,"Rivas Caceres,Raymundo Rene",Raymundo Rene Rivas Caceres,"Chihuahua, MX",2014-2014,2014,2014
8859270,Process and apparatus for extracting biodiesel from algae,2014-10-14,1,"Echevarria Parres,Antonio Jose de Jesus de San Juan Bosco",Antonio Jose de Jesus de San Juan Bosco Echevarria Parres,"Acapulco, MX",2014-2014,2014,2014
8861918,Fiber optic adapter module and tray,2014-10-14,3,"Esparza,Fernando",Fernando Esparza,"Reynosa, MX",2013-2015,2013,2015
8861918,Fiber optic adapter module and tray,2014-10-14,10,"Dennis,Robert W",Robert W Dennis,"Hickory, US",1989-2014,1989,2014
8861918,Fiber optic adapter module and tray,2014-10-14,2,"Vazquez,Mariano Perez",Mariano Perez Vazquez,"Reynosa, MX",2005-2014,2005,2014
8861918,Fiber optic adapter module and tray,2014-10-14,29,"Ugolini,Alan W",Alan W Ugolini,"Hickory, US",2004-2023,2004,2023
8861918,Fiber optic adapter module and tray,2014-10-14,4,"Gonzalez,Juan Miguel",Juan Miguel Gonzalez,"Reynosa, MX",2012-2014,2012,2014
8861918,Fiber optic adapter module and tray,2014-10-14,1,"Valdez,Cesar E",Cesar E Valdez,"Reynosa, MX",2014-2014,2014,2014
8863668,Multidirectional transport system,2014-10-21,7,"Quattlebaum,Gordon Thomas",Gordon Thomas Quattlebaum,"Quintana, MX",2012-2020,2012,2020
8864252,Tilt out and removable door storage,2014-10-21,1,"Barron Ramirez,Joel",Joel Barron Ramirez,"El Control, MX",2014-2014,2014,2014
8864252,Tilt out and removable door storage,2014-10-21,1,"Rodriguez Cobas,Isabel",Isabel Rodriguez Cobas,"El Control, MX",2014-2014,2014,2014
8865155,"Lactococcus lactis strains, and bacterial preparations thereof, for the production of bioactive peptides having anti-hypertensive and cholesterol-lowering effects in mammals; nutritional and therapeutic products produced therefrom",2014-10-21,9,"Vallejo Galland,Belinda",Belinda Vallejo Galland,"Sonora, MX",2014-2021,2014,2021
8865155,"Lactococcus lactis strains, and bacterial preparations thereof, for the production of bioactive peptides having anti-hypertensive and cholesterol-lowering effects in mammals; nutritional and therapeutic products produced therefrom",2014-10-21,8,"Cordova,Aaron Fernando Gonzalez",Aaron Fernando Gonzalez Cordova,"Sonora, MX",2014-2020,2014,2020
8865155,"Lactococcus lactis strains, and bacterial preparations thereof, for the production of bioactive peptides having anti-hypertensive and cholesterol-lowering effects in mammals; nutritional and therapeutic products produced therefrom",2014-10-21,10,"Figueroa,Jose Carlos Rodriguez",Jose Carlos Rodriguez Figueroa,"Sonora, MX",1995-2020,1995,2020
8865651,Cosmetic anti-ageing skin care compositions,2014-10-21,5,"Otte,Stephanus Cornelis Maria",Stephanus Cornelis Maria Otte,"Heemstede, NL",2014-2022,2014,2022
8865651,Cosmetic anti-ageing skin care compositions,2014-10-21,1,"Estrada Hernandez,Claudia Amalia",Claudia Amalia Estrada Hernandez,"San Miguel Ajusco, MX",2014-2014,2014,2014
8865651,Cosmetic anti-ageing skin care compositions,2014-10-21,1,"Won,Annis",Annis Won,"Parramatta, AU",2014-2014,2014,2014
8865799,"Processes for making silane, hydrophobated silica, silica masterbatch and rubber products",2014-10-21,2,"Rojas Reyna,Jose Eduardo",Jose Eduardo Rojas Reyna,"Ciudad Madero, MX",2013-2014,2013,2014
8865799,"Processes for making silane, hydrophobated silica, silica masterbatch and rubber products",2014-10-21,27,"Hardiman,Christopher J",Christopher J Hardiman,"Farmington, US",1987-2023,1987,2023
8865799,"Processes for making silane, hydrophobated silica, silica masterbatch and rubber products",2014-10-21,5,"Wallen,Peter John",Peter John Wallen,"Findlay, US",2013-2018,2013,2018
8865799,"Processes for making silane, hydrophobated silica, silica masterbatch and rubber products",2014-10-21,57,"Colvin,Howard A",Howard A Colvin,"Wooster, US",1983-2023,1983,2023
8865799,"Processes for making silane, hydrophobated silica, silica masterbatch and rubber products",2014-10-21,2,"Bowman,Gregory C",Gregory C Bowman,"Findlay, US",2013-2014,2013,2014
8865840,Reactive block copolymers,2014-10-21,4,"Saldivar Guerra,Enrique",Enrique Saldivar Guerra,"Saltillo, MX",2008-2019,2008,2019
8865840,Reactive block copolymers,2014-10-21,5,"Gonzalez Montiel,Alfonso",Alfonso Gonzalez Montiel,"López Mateos, MX",2008-2021,2008,2021
8865840,Reactive block copolymers,2014-10-21,3,"Flores Santos,Leticia",Leticia Flores Santos,"Metepec, MX",2013-2021,2013,2021
8869395,Fluid pumping device and components with static seal,2014-10-28,3,"Tovar Lopez,Francisco Javier",Francisco Javier Tovar Lopez,"San Miguel Ajusco, MX",2013-2014,2013,2014
8875320,Pressure (snap-in) flange for installing toilets,2014-11-04,1,"Penunuri,Esteban Osuna",Esteban Osuna Penunuri,"San Mateo del Mar, MX",2014-2014,2014,2014
8875320,Pressure (snap-in) flange for installing toilets,2014-11-04,1,"Esquinca,Carlos Aceves",Carlos Aceves Esquinca,"Tzimol, MX",2014-2014,2014,2014
8877228,Treatment of ophthalmic conditions,2014-11-04,4,"Osio Sancho,Alberto",Alberto Osio Sancho,"Villa de Cos, MX",2014-2018,2014,2018
8878694,Vehicle speed advisor,2014-11-04,1,"Davito,Farid Dergal",Farid Dergal Davito,"Tlaquepaque, MX",2014-2014,2014,2014
8882419,Pick-up truck box and accessory interface system,2014-11-11,4,"Aguirre,Adrian",Adrian Aguirre,"San Pablo Oztotepec, MX",2014-2024,2014,2024
8882419,Pick-up truck box and accessory interface system,2014-11-11,2,"Marin,Alberto Soto",Alberto Soto Marin,"Huichapan, MX",2014-2015,2014,2015
8882419,Pick-up truck box and accessory interface system,2014-11-11,2,"Oceguera,Pedro Antonio Romero",Pedro Antonio Romero Oceguera,"San Pablo Oztotepec, MX",2014-2015,2014,2015
8882419,Pick-up truck box and accessory interface system,2014-11-11,3,"Strager,Alana Anne",Alana Anne Strager,"Plymouth, US",2014-2019,2014,2019
8883229,Pesticidal compositions and related methods,2014-11-11,8,"Valencia,Jose",Jose Valencia,"Celaya, MX",1984-2024,1984,2024
8883455,Method for detecting the presence of a nucleic acid in a sample,2014-11-11,23,"Kling,John E",John E Kling,"Loveland, US",1976-2017,1976,2017
8883455,Method for detecting the presence of a nucleic acid in a sample,2014-11-11,15,"Nieglos,Donald J",Donald J Nieglos,"San Miguel de Allende, MX",2002-2017,2002,2017
8883455,Method for detecting the presence of a nucleic acid in a sample,2014-11-11,15,"Jakub,Cheryl A",Cheryl A Jakub,"Bowling Green, US",2002-2017,2002,2017
8883455,Method for detecting the presence of a nucleic acid in a sample,2014-11-11,76,"Schneider,Robert E",Robert E Schneider,"Erie, US",1999-2024,1999,2024
8883455,Method for detecting the presence of a nucleic acid in a sample,2014-11-11,32,"Burns,Ralph E",Ralph E Burns,"Boulder, US",1999-2017,1999,2017
8883455,Method for detecting the presence of a nucleic acid in a sample,2014-11-11,20,"Hansberry,Ernest V",Ernest V Hansberry,"Blacksburg, US",2002-2017,2002,2017
8883455,Method for detecting the presence of a nucleic acid in a sample,2014-11-11,54,"Ammann,Kelly G",Kelly G Ammann,"Boulder, US",2002-2023,2002,2023
8883455,Method for detecting the presence of a nucleic acid in a sample,2014-11-11,115,"Smith,Robert J",Robert J Smith,"Louisville, US",1976-2024,1976,2024
8883455,Method for detecting the presence of a nucleic acid in a sample,2014-11-11,18,"Horner,Glenn A",Glenn A Horner,"Boulder, US",2000-2017,2000,2017
8883927,Radial multi-block copolymers,2014-11-11,1,"Hernandez Beltran,Norma Alicia",Norma Alicia Hernandez Beltran,"Toluca, MX",2014-2014,2014,2014
8883927,Radial multi-block copolymers,2014-11-11,2,"Gutierrez Cruz,Gerardo",Gerardo Gutierrez Cruz,"Toluca, MX",2009-2014,2009,2014
8883927,Radial multi-block copolymers,2014-11-11,2,"Rojas Garcia,Jose Manuel",Jose Manuel Rojas Garcia,"Leona Vicario, MX",2009-2014,2009,2014
8884479,Oil cooled generator,2014-11-11,5,"Maceda,Arturo",Arturo Maceda,"Mexicali, MX",2011-2021,2011,2021
8884479,Oil cooled generator,2014-11-11,6,"Burnett,Dwayne E",Dwayne E Burnett,"Tucson, US",2005-2014,2005,2014
8887303,Method and system of processing annotated multimedia documents using granular and hierarchical permissions,2014-11-11,2,"Haas,Rudi",Rudi Haas,"Hargesheim, DE",1982-2014,1982,2014
8887303,Method and system of processing annotated multimedia documents using granular and hierarchical permissions,2014-11-11,3,"Vidales,Pablo",Pablo Vidales,"Naucalpan, MX",2012-2014,2012,2014
8887303,Method and system of processing annotated multimedia documents using granular and hierarchical permissions,2014-11-11,19,"Sundaram,Shiva Kumar",Shiva Kumar Sundaram,"Berlin, DE",2014-2024,2014,2024
8887466,System for constructing walls using blocks equipped with coupling means,2014-11-18,1,"Alvarez Moysen,Arturo Ramon",Arturo Ramon Alvarez Moysen,"Durango, MX",2014-2014,2014,2014
8887713,Vaccine nebulisers,2014-11-18,1,"Henao Restrepo,Ana Maria",Ana Maria Henao Restrepo,"Geneva, CH",2014-2014,2014,2014
8887713,Vaccine nebulisers,2014-11-18,1,"Cohen,Bernard",Bernard Cohen,"London, GB",2014-2014,2014,2014
8887713,Vaccine nebulisers,2014-11-18,1,"Brown,David",David Brown,"London, GB",2014-2014,2014,2014
8887713,Vaccine nebulisers,2014-11-18,11,"Witham,Clyde L",Clyde L Witham,"Saratoga Springs, US",1992-2019,1992,2019
8887713,Vaccine nebulisers,2014-11-18,3,"Dennis,John",John Dennis,"Calgary, CA",2007-2020,2007,2020
8887713,Vaccine nebulisers,2014-11-18,1,"Cutts,Felicity",Felicity Cutts,"Geneva, CH",2014-2014,2014,2014
8887713,Vaccine nebulisers,2014-11-18,1,"Bennett,John V",John V Bennett,"Atlanta, US",2014-2014,2014,2014
8887713,Vaccine nebulisers,2014-11-18,1,"FERNANDEZ DE CASTRO,Jorge",Jorge FERNANDEZ DE CASTRO,"Coatzacoalcos, MX",2014-2014,2014,2014
8887713,Vaccine nebulisers,2014-11-18,5,"Laube,Beth L",Beth L Laube,"Baltimore, US",1988-2014,1988,2014
8892374,Identifying electrical sources of acoustic noise,2014-11-18,1,"Cordova,Jose A",Jose A Cordova,"San Martín de Las Flores, MX",2014-2014,2014,2014
8892374,Identifying electrical sources of acoustic noise,2014-11-18,27,"Beltman,Willem M",Willem M Beltman,"West Linn, US",2004-2023,2004,2023
8892374,Identifying electrical sources of acoustic noise,2014-11-18,42,"Lopez,Carlos A",Carlos A Lopez,"Guadalajara, MX",1986-2023,1986,2023
8892374,Identifying electrical sources of acoustic noise,2014-11-18,11,"Gullbrand,Jessica",Jessica Gullbrand,"Forest Grove, US",2014-2021,2014,2021
8892374,Identifying electrical sources of acoustic noise,2014-11-18,31,"Sankaranarayanan,Karthik",Karthik Sankaranarayanan,"Hillsboro, US",2014-2023,2014,2023
8892374,Identifying electrical sources of acoustic noise,2014-11-18,8,"Baugh,Eric",Eric Baugh,"Portland, US",2002-2021,2002,2021
8893820,Drive system for interconnecting attachment devices and handheld rotary power tools,2014-11-25,9,"Barhitte,Josh",Josh Barhitte,"Chicago, US",2011-2017,2011,2017
8893820,Drive system for interconnecting attachment devices and handheld rotary power tools,2014-11-25,3,"Aburto,Hiram",Hiram Aburto,"Puerto Peñasco, MX",2011-2014,2011,2014
8893820,Drive system for interconnecting attachment devices and handheld rotary power tools,2014-11-25,2,"Meyers,Andy G",Andy G Meyers,"Wheeling, US",2013-2014,2013,2014
8893820,Drive system for interconnecting attachment devices and handheld rotary power tools,2014-11-25,2,"Candia,Ernesto",Ernesto Candia,"Mexicali, MX",2013-2014,2013,2014
8894106,Vehicle latch,2014-11-25,1,"Ortiz,Claudia Paola",Claudia Paola Ortiz,"Cuauhtémoc, MX",2014-2014,2014,2014
8894106,Vehicle latch,2014-11-25,12,"Vazquez,Francisco Javier",Francisco Javier Vazquez,"Cuauhtémoc, MX",2013-2022,2013,2022
8894106,Vehicle latch,2014-11-25,1,"De Leon,Eduardo Estrada",Eduardo Estrada De Leon,"Durango, MX",2014-2014,2014,2014
8894124,Vehicle load floor assembly,2014-11-25,34,"Thota,Bhavani",Bhavani Thota,"Sterling Heights, US",2012-2022,2012,2022
8894124,Vehicle load floor assembly,2014-11-25,3,"Morlet Ugalde,Gian Carlo",Gian Carlo Morlet Ugalde,"Huixquilucan de Degollado, MX",2014-2018,2014,2018
8894124,Vehicle load floor assembly,2014-11-25,29,"Whitens,Michael James",Michael James Whitens,"Milford, US",1994-2023,1994,2023
8895109,Coated springs and mattress made thereof,2014-11-25,1,"Blanga Cohen,Leon",Leon Blanga Cohen,"Mexico City, MX",2014-2014,2014,2014
8895479,Heavy oil recovery process using extremophile anaerobic indigenous microorganisms,2014-11-25,4,"Zapata Penasco,Norma Icoquih",Norma Icoquih Zapata Penasco,"Mexico City, MX",2014-2019,2014,2019
8895479,Heavy oil recovery process using extremophile anaerobic indigenous microorganisms,2014-11-25,3,"Roldan Carrillo,Teresa Guadalupe",Teresa Guadalupe Roldan Carrillo,"Mexico City, MX",2014-2019,2014,2019
8895479,Heavy oil recovery process using extremophile anaerobic indigenous microorganisms,2014-11-25,2,"Moctezuma Berthier,Andres Eduardo",Andres Eduardo Moctezuma Berthier,"Mexico City, MX",2014-2019,2014,2019
8895479,Heavy oil recovery process using extremophile anaerobic indigenous microorganisms,2014-11-25,3,"Olguin Lora,Patricia",Patricia Olguin Lora,"Mexico City, MX",2014-2019,2014,2019
8895479,Heavy oil recovery process using extremophile anaerobic indigenous microorganisms,2014-11-25,3,"Reyes Avila,Romeo Jesus",Romeo Jesus Reyes Avila,"Mexico City, MX",2014-2019,2014,2019
8895479,Heavy oil recovery process using extremophile anaerobic indigenous microorganisms,2014-11-25,3,"Castorena Cortes,Gladys Teresa",Gladys Teresa Castorena Cortes,"Mexico City, MX",2014-2019,2014,2019
8895538,"Combination and composition that contains an antimicrobial, a glucocorticoid and an antimycotic",2014-11-25,1,"Garcia Salgado Lopez,Raul",Raul Garcia Salgado Lopez,"Mexico City, MX",2014-2014,2014,2014
8895538,"Combination and composition that contains an antimicrobial, a glucocorticoid and an antimycotic",2014-11-25,2,"Barranco Hernandez,Gustavo",Gustavo Barranco Hernandez,"Mexico City, MX",2014-2016,2014,2016
8895717,Delivery of siRNA by neutral lipid compositions,2014-11-25,14,"Sood,Anil K",Anil K Sood,"Pearland, US",2003-2021,2003,2021
8895717,Delivery of siRNA by neutral lipid compositions,2014-11-25,41,"Lopez Berestein,Gabriel",Gabriel Lopez Berestein,"Bellaire, US",1987-2020,1987,2020
8895717,Delivery of siRNA by neutral lipid compositions,2014-11-25,1,"Landen,Charles N",Charles N Landen,"Pearland, US",2014-2014,2014,2014
8895717,Delivery of siRNA by neutral lipid compositions,2014-11-25,1,"Chavez Reyes,Arturo",Arturo Chavez Reyes,"Monterrey, MX",2014-2014,2014,2014
8896456,Seat location system,2014-11-25,3,"Zhu,Lingyu",Lingyu Zhu,"Cincinnati, US",2014-2016,2014,2016
8896456,Seat location system,2014-11-25,3,"Dunn,Kayla",Kayla Dunn,"Cincinnati, US",2014-2016,2014,2016
8896456,Seat location system,2014-11-25,23,"Choi,Sooshin",Sooshin Choi,"Cincinnati, US",2014-2024,2014,2024
8896456,Seat location system,2014-11-25,9,"Curtis,Vicki Ann",Vicki Ann Curtis,"Stanwood, US",2008-2016,2008,2016
8896456,Seat location system,2014-11-25,3,"Costa,Ricardo Elizondo",Ricardo Elizondo Costa,"San Luis Potosí, MX",2014-2016,2014,2016
8896456,Seat location system,2014-11-25,3,"Prescott,Sophie",Sophie Prescott,"Walnut Creek, US",2014-2016,2014,2016
8896456,Seat location system,2014-11-25,3,"Curry,Colin Cansler",Colin Cansler Curry,"Plano, US",2014-2016,2014,2016
8897928,Systems for and methods of engine derating,2014-11-25,1,"Rivera,Felipe de Jesus",Felipe de Jesus Rivera,"Cuautitlán Izcalli, MX",2014-2014,2014,2014
8897928,Systems for and methods of engine derating,2014-11-25,7,"Leggett,Kip",Kip Leggett,"Chula Vista, US",2005-2014,2005,2014
8898018,Methods and systems for hydrocarbon production,2014-11-25,1,"Pariag,Shiva",Shiva Pariag,"Campeche, MX",2014-2014,2014,2014
8898018,Methods and systems for hydrocarbon production,2014-11-25,1,"Doria,Luis Manuel",Luis Manuel Doria,"San Fernando, MX",2014-2014,2014,2014
8898018,Methods and systems for hydrocarbon production,2014-11-25,2,"Lopez,Hendry",Hendry Lopez,"Campeche, MX",2007-2014,2007,2014
8898018,Methods and systems for hydrocarbon production,2014-11-25,1,"Marseglia,Umberto",Umberto Marseglia,"Estado de México, MX",2014-2014,2014,2014
8898146,System and method for comparing database query plans,2014-11-25,1,"Ruiz,Perla",Perla Ruiz,"Sonora, MX",2014-2014,2014,2014
8898146,System and method for comparing database query plans,2014-11-25,38,"Castellanos,Maria G",Maria G Castellanos,"Sunnyvale, US",2005-2023,2005,2023
8899008,System and method for heat recovery in a gas turbine engine,2014-12-02,10,"Watkins,Richard Michael",Richard Michael Watkins,"Spring, US",2002-2023,2002,2023
8899008,System and method for heat recovery in a gas turbine engine,2014-12-02,2,"Velarde,Victor Gerardo Cabal",Victor Gerardo Cabal Velarde,"Yécora, MX",2012-2014,2012,2014
8899008,System and method for heat recovery in a gas turbine engine,2014-12-02,5,"Contreras,Gerardo Plata",Gerardo Plata Contreras,"Yécora, MX",2014-2024,2014,2024
8899008,System and method for heat recovery in a gas turbine engine,2014-12-02,1,"Zhang,Jingmei",Jingmei Zhang,"Sugar Land, US",2014-2014,2014,2014
8899008,System and method for heat recovery in a gas turbine engine,2014-12-02,26,"Baten,Robert Allen",Robert Allen Baten,"Baytown, US",1991-2022,1991,2022
8899008,System and method for heat recovery in a gas turbine engine,2014-12-02,11,"Jones,Douglas Alan",Douglas Alan Jones,"Bellaire, US",2000-2023,2000,2023
8899008,System and method for heat recovery in a gas turbine engine,2014-12-02,1,"Mendez,Jesus Elios Almendarez",Jesus Elios Almendarez Mendez,"Yécora, MX",2014-2014,2014,2014
8899388,Brake beam assembly,2014-12-02,2,"De la Fuente Farias,Jorge Alberto",Jorge Alberto De la Fuente Farias,"Monterrey, MX",2014-2015,2014,2015
8900545,Process for the production of high purity magnesium hydroxide,2014-12-02,1,"Ortiz Ortega,Herlindo",Herlindo Ortiz Ortega,"Chihuahua, MX",2014-2014,2014,2014
8900545,Process for the production of high purity magnesium hydroxide,2014-12-02,7,"Bocanegra Rojas,Jose Gertrudis",Jose Gertrudis Bocanegra Rojas,"Chihuahua, MX",2014-2021,2014,2021
8900545,Process for the production of high purity magnesium hydroxide,2014-12-02,8,"Benavides Perez,Ricardo",Ricardo Benavides Perez,"Chihuahua, MX",2014-2021,2014,2021
8900545,Process for the production of high purity magnesium hydroxide,2014-12-02,6,"Martinez Martinez,Jesus Manuel",Jesus Manuel Martinez Martinez,"Chihuahua, MX",2014-2018,2014,2018
8901771,Universal irrigation controller power supply,2014-12-02,2,"Mancebo del Castillo Pagola,Fausto F",Fausto F Mancebo del Castillo Pagola,"Tijuana, MX",2010-2014,2010,2014
8904606,Cord gripping mechanism and method,2014-12-09,14,"Aldrich,Alvah Benjamin",Alvah Benjamin Aldrich,"Geneva, US",2003-2023,2003,2023
8904606,Cord gripping mechanism and method,2014-12-09,2,"Romano,Pedro Rivera",Pedro Rivera Romano,"Xico, MX",2014-2017,2014,2017
8907756,Semiconductor package with air core inductor (ACI) having a metal-density layer unit of fractal geometry,2014-12-09,8,"Sainz,Miguel",Miguel Sainz,"Tlaquepaque, MX",2014-2024,2014,2024
8910321,Universal flange apparatus for plumbing fixtures,2014-12-16,10,"Flores Villarreal,Humberto",Humberto Flores Villarreal,"San Nicolás de los Garza, MX",2014-2023,2014,2023
8910321,Universal flange apparatus for plumbing fixtures,2014-12-16,13,"Sada,Jorge",Jorge Sada,"San Pedro Garza García, MX",2007-2023,2007,2023
8910321,Universal flange apparatus for plumbing fixtures,2014-12-16,40,"Coronado,Eduardo",Eduardo Coronado,"San Pedro Garza García, MX",1998-2023,1998,2023
8910321,Universal flange apparatus for plumbing fixtures,2014-12-16,2,"Ortiz,Evodio",Evodio Ortiz,"Parras de la Fuente, MX",2007-2014,2007,2014
8910365,Method for the production of a steering spindle portion forming a section of a steering spindle,2014-12-16,9,"Walser,Michael",Michael Walser,"Puebla, MX",1995-2022,1995,2022
