Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Joaquin Rodolfo Hernandez Perez,"Hernandez Perez,Joaquin Rodolfo",1,,,,,,"Mexico City, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Job Esteban Rios,"Rios,Job Esteban",1,,,,,,"Chihuahua, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jocelyn Cronin,"Cronin,Jocelyn",1,,,,,,"Chicago, US",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jodi Jo Yee Lo,"Lo,Jodi Jo Yee",1,,,,,,"Wichita, US",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Joe Antonio Cruz Serrano,"Cruz Serrano,Jo?e Antonio",1,,,,,,"Las Pintitas, MX",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
Joel Barron Ramirez,"Barron Ramirez,Joel",1,,,,,,"El Control, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Joel David Alvarado,"Alvarado,Joel David",1,,,,,,"El Control, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Joel Eduardo Quintanilla Lopez,"Quintanilla Lopez,Joel Eduardo",1,,,,,,"Guadalupe, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Joel Gerardo Diaz Sanchez,"Diaz Sanchez,Joel Gerardo",1,,,,,,"San Felipe Usila, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Joel Keith Trombley,"Trombley,Joel Keith",1,,,,,,"Houston, US",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Joel Lopez Berthier,"Lopez Berthier,Joel",1,,,,,,"Mexico City, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Joel Mejia Arriaga,"Mejia Arriaga,Joel",1,,,,,,"San Miguel Zinacantepec, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Joel Osvaldo Pacheco Sotelo,"Pacheco Sotelo,Joel Osvaldo",1,,,,,,"Metepec, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Joel P Leyh,"Leyh,Joel P",1,,,,,,"Waupun, US",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Joel Pedroche,"Pedroche,Joel",1,,,,,,"Barcelona, ES",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Joel Ramirez Salgado,"Ramirez Salgado,Joel",1,,,,,,"Mexico City, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Joel Tague,"Tague,Joel",1,,,,,,"Nampa, US",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
Johannes Cornelius Jacobus Van Beek,"Van Beek,Johannes Cornelius Jacobus",1,,,,,,"Viborg, DK",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
John A McCullagh,"McCullagh,John A",1,,,,,,"Sugar Land, US",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
John Barreiro,"Barreiro,John",1,,,,,,"San Miguel de Allende, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
John Bosilkovski,"Bosilkovski,John",1,,,,,,"Shelby Charter Township, US",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
John Bradley,"Bradley,John",1,,,,,,"Colleyville, US",2005-2005,2005,2005,,,,,,,,,,,,,,,,,,,
John Clifford Sandlin,"Sandlin,John Clifford",1,,,,,,"Denver City, US",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
John Dorsett,"Dorsett,John",1,,,,,,"Anniston, US",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
John M Rosen,"Rosen,John M",1,,,,,,"Fairway, US",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
John Moya,"Moya,John",1,,,,,,"El Paso, US",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
John Philip Fortes,"Fortes,John Philip",1,,,,,,"Vancouver, US",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
John S Donegan,"Donegan,John S",1,,,,,,"Carlsbad, US",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
John Tell,"Tell,John",1,,,,,,"Tigard, US",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
John V Bennett,"Bennett,John V",1,,,,,,"Atlanta, US",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
John Vernon Arthur,"Arthur,John Vernon",1,,,,,,"Mountain View, US",2010-2010,2010,2010,,,,,,,,,,,,,,,,,,,
Johnathan Guarneros,"Guarneros,Johnathan",1,,,,,,"Tlajomulco, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Johnathan Guarneros Jones,"Guarneros Jones,Johnathan",1,,,,,,"Tlajomulco, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Johnny Ross Moore,"Moore,Johnny Ross",1,,,,,,"Goddard, US",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jon Michael J Zasiebida,"Zasiebida,Jon Michael J",1,,,,,,"Wood Dale, US",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jonatan LeffYaffe,"LeffYaffe,Jonatan",1,,,,,,"Mexico City, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jonathan Aguilar Avila,"Aguilar Avila,Jonathan",1,,,,,,"La Cañada, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jonathan Efren Limon Sepulveda,"Limon Sepulveda,Jonathan Efren",1,,,,,,"Guadalajara, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jonathan HASTINGS,"HASTINGS,Jonathan",1,,,,,,"Clemson, US",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jonathan Javier Munoz Hernandez,"Munoz Hernandez,Jonathan Javier",1,,,,,,"Cumbres del Lago, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jonathan Velleuer,"Velleuer,Jonathan",1,,,,,,"Leipzig, DE",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jonathan Wortley,"Wortley,Jonathan",1,,,,,,"Shepshed, GB",2007-2007,2007,2007,,,,,,,,,,,,,,,,,,,
Jonnathan Ricardo Tellez Abaunza,"Abaunza,Jonnathan Ricardo Tellez",1,,,,,,"Carmen, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jordi Vidauri,"Vidauri,Jordi",1,,,,,,"Mexico City, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jorge A Alvarez Gonzalez,"Alvarez Gonzalez,Jorge A",1,,,,,,"Zapopan, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jorge A Garcia Torres,"Garcia Torres,Jorge A",1,,,,,,"San Pedro Cholula, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jorge A Lozada Pazzi,"Lozada Pazzi,Jorge A",1,,,,,,"Villahermosa, MX",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
Jorge A Reyes Marquez,"Reyes Marquez,Jorge A",1,,,,,,"Zapopan, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jorge Alberto Acosta Flores,"Acosta Flores,Jorge Alberto",1,,,,,,"Querétaro, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jorge Alberto Alarcon Chagoya,"Chagoya,Jorge Alberto Alarcon",1,,,,,,"Heroica Caborca, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jorge Alberto Alfaro Jima,"Jima,Jorge Alberto Alfaro",1,,,,,,"Chametla, MX",2008-2008,2008,2008,,,,,,,,,,,,,,,,,,,
Jorge Alberto Alfaro Luna,"Alfaro Luna,Jorge Alberto",1,,,,,,"Chametla, MX",2007-2007,2007,2007,,,,,,,,,,,,,,,,,,,
Jorge Alberto Araujo Perez,"Perez,Jorge Alberto Araujo",1,,,,,,"Ticumán, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jorge Alberto Carrasco Gonzalez,"Carrasco Gonzalez,Jorge Alberto",1,,,,,,"El Control, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jorge Alberto De La Fuente Farias,"De La Fuente Farias,Jorge Alberto",1,,,,,,"Monterrey, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Jorge Alberto De La Garza Gonzalez,"De La Garza Gonzalez,Jorge Alberto",1,,,,,,"El Control, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jorge Alberto Flores Mariles,"Flores Mariles,Jorge Alberto",1,,,,,,"Lerma, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jorge Alberto HERNANDEZ VILLANUEVA,"HERNANDEZ VILLANUEVA,Jorge Alberto",1,,,,,,"Jalisco, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jorge Alberto Juarez Lagunas,"Juarez Lagunas,Jorge Alberto",1,,,,,,"Villa de Cos, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jorge Alberto Marquez Carrillo,"Marquez Carrillo,Jorge Alberto",1,,,,,,"Río Rico, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jorge Alberto Mendoza Perez,"Mendoza Perez,Jorge Alberto",1,,,,,,"Mexico City, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jorge Alberto Reyes Esparza,"Reyes Esparza,Jorge Alberto",1,,,,,,"Mexico City, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jorge Alejandro Estevez Garcia,"Estevez Garcia,Jorge Alejandro",1,,,,,,"Metepec, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jorge Alejandro Garcia Mendez,"Garcia Mendez,Jorge Alejandro",1,,,,,,"Villa de Cos, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jorge Alejandro Rodriguez Melendez,"Rodriguez Melendez,Jorge Alejandro",1,,,,,,"Metepec, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jorge Alfredo Duenas Lebron,"Lebron,Jorge Alfredo Duenas",1,,,,,,"Nogales, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jorge Antonio Alcala Lopez,"Lopez,Jorge Antonio Alcala",1,,,,,,"Guadalajara, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jorge Antonio Cordero Gomez del Campo,"Cordero Gomez del Campo,Jorge Antonio",1,,,,,,"Las Vegas, US",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jorge Antonio HERNANDEZ MIRAMONTES,"HERNANDEZ MIRAMONTES,Jorge Antonio",1,,,,,,"Jalisco, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jorge Antonio Lopez Aguado Alvarez,"Lopez Aguado Alvarez,Jorge Antonio",1,,,,,,"Villa de Cos, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jorge Antonio Vazquez Murillo,"Vazquez Murillo,Jorge Antonio",1,,,,,,"Jalisco, MX",2010-2010,2010,2010,,,,,,,,,,,,,,,,,,,
Jorge Antonion de la Cruz Lechuga Andrade,"Lechuga Andrade,Jorge Antonion de la Cruz",1,,,,,,"Acapulco, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jorge Araujo nieto,"nieto,Jorge Araujo",1,,,,,,"San Marcos de la Cruz, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jorge Arturo Dominguez Maldonado,"Dominguez Maldonado,Jorge Arturo",1,,,,,,"Mérida, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jorge Arturo Mijares Tobias,"Mijares Tobias,Jorge Arturo",1,,,,,,"Puebla, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jorge Barbara Morfin,"Barbara Morfin,Jorge",1,,,,,,"Mexico City, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jorge Barriga,"Barriga,Jorge",1,,,,,,"Mexicali, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jorge Benitez Sosa,"Benitez Sosa,Jorge",1,,,,,,"Zapopan, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jorge Buenabad Chavez,"Buenabad Chavez,Jorge",1,,,,,,"Tacuba, MX",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
Jorge Cano Casas,"Casas,Jorge Cano",1,,,,,,"Querétaro, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Jorge Carballido Gamio,"Carballido Gamio,Jorge",1,,,,,,"Zapopan, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jorge Cavazos Garcia,"Cavazos Garcia,Jorge",1,,,,,,"Monterrey, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jorge Cooley,"Cooley,Jorge",1,,,,,,"Tijuana, MX",2002-2002,2002,2002,,,,,,,,,,,,,,,,,,,
Jorge David de Hoz Diego,"de Hoz Diego,Jorge David",1,,,,,,"Durango, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jorge de Jesus Rodriguez Mauricio,"Rodriguez Mauricio,Jorge de Jesus",1,,,,,,"Zapopan, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jorge E Moreno Cuevas,"Moreno Cuevas,Jorge E",1,,,,,,"San Pedro Garza García, MX",2010-2010,2010,2010,,,,,,,,,,,,,,,,,,,
Jorge E Tongo,"Tongo,Jorge E",1,,,,,,"Matamoros, MX",2006-2006,2006,2006,,,,,,,,,,,,,,,,,,,
Jorge Eduardo Fimbres,"Fimbres,Jorge Eduardo",1,,,,,,"Huixquilucan de Degollado, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jorge Emmanuel Castro Ramos,"Castro Ramos,Jorge Emmanuel",1,,,,,,"Guanajuato, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jorge Enrique Hernandez de la Rosa,"de la Rosa,Jorge Enrique Hernandez",1,,,,,,"Tabasco, MX",2002-2002,2002,2002,,,,,,,,,,,,,,,,,,,
Jorge ESTRADA,"ESTRADA,Jorge",1,,,,,,"Apodaca, MX",2006-2006,2006,2006,,,,,,,,,,,,,,,,,,,
Jorge Eugenio Montemayor,"Montemayor,Jorge Eugenio",1,,,,,,"Ejido Primero de Mayo, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Jorge Fabian Soria Ortiz,"Soria Ortiz,Jorge Fabian",1,,,,,,"Querétaro, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jorge Fermin Gianola Fernandez,"Fernandez,Jorge Fermin Gianola",1,,,,,,"Mexicali, MX",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
Jorge FERNANDEZ DE CASTRO,"FERNANDEZ DE CASTRO,Jorge",1,,,,,,"Coatzacoalcos, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Jorge Gerardo Garcia Teruel Y Herroz,"Garcia Teruel Y Herroz,Jorge Gerardo",1,,,,,,"Tlalnepantla, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jorge Guadarrama Martinez,"Martinez,Jorge Guadarrama",1,,,,,,"Toluca, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jorge Guillermo Dominguez Chavez,"Chavez,Jorge Guillermo Dominguez",1,,,,,,"Tlaltizapan, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jorge Guillermo Milke Rojo,"Milke Rojo,Jorge Guillermo",1,,,,,,"Mexico City, MX",2008-2008,2008,2008,,,,,,,,,,,,,,,,,,,
Jorge Guillermo Zapata Cobos,"Cobos,Jorge Guillermo Zapata",1,,,,,,"Reynosa, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jorge Gustavo Hernandez Zarete,"Hernandez Zarete,Jorge Gustavo",1,,,,,,"Fracc. Ciudad Olmeca, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jorge Hermosillo,"Hermosillo,Jorge",1,,,,,,"Zapopan, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jorge Humberto Palacios Rodriguez,"Palacios Rodriguez,Jorge Humberto",1,,,,,,"Apodaca, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jorge Israel Verdugo Castro,"Castro,Jorge Israel Verdugo",1,,,,,,"El Rosario, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jorge Ivan Escamilla Rodriguez,"Rodriguez,Jorge Ivan Escamilla",1,,,,,,"Ciudad Juárez, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jorge Ivan Garza de Leon,"de Leon,Jorge Ivan Garza",1,,,,,,"Monterrey, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jorge Koehrmann,"Koehrmann,Jorge",1,,,,,,"Monterrey, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jorge Luis Godines,"Godines,Jorge Luis",1,,,,,,"La Paz, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jorge Luis Gonzalez Sanchez,"Gonzalez Sanchez,Jorge Luis",1,,,,,,"Jalisco, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jorge Luis Gordillo Dominguez,"Luis Gordillo Dominguez,Jorge",1,,,,,,"Puebla, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jorge Luis GUDINO CASILLAS,"GUDINO CASILLAS,Jorge Luis",1,,,,,,"Zapopan, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jorge Luis Montemayor Garza,"Montemayor Garza,Jorge Luis",1,,,,,,"San Nicolás de los Garza, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jorge Luis Oceguera Ruiz,"Oceguera Ruiz,Jorge Luis",1,,,,,,"San Miguel Ajusco, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jorge Luis Perez,"Perez,Jorge Luis",1,,,,,,"San Luis Potosí, MX",2000-2000,2000,2000,,,,,,,,,,,,,,,,,,,
Jorge Milan Carrillo,"Carrillo,Jorge Milan",1,,,,,,"Sinaloa, MX",2010-2010,2010,2010,,,,,,,,,,,,,,,,,,,
Jorge Miranda Nieto,"Nieto,Jorge Miranda",1,,,,,,"Ndrea Kariou, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jorge Molina Torres,"Molina Torres,Jorge",1,,,,,,"Irapuato, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Jorge Noe Diaz De Leon Hernandez,"Diaz De Leon Hernandez,Jorge Noe",1,,,,,,"Baja California, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jorge Ojeda Castaneda,"Ojeda Castaneda,Jorge",1,,,,,,"Guanajuato, MX",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
Jorge Omar Manon Cantu,"Manon Cantu,Jorge Omar",1,,,,,,"Querétaro, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jorge Omar Zuniga,"Omar Zuniga,Jorge",1,,,,,,"Toluca, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jorge Palomeque,"Palomeque,Jorge",1,,,,,,"Coyula, MX",2010-2010,2010,2010,,,,,,,,,,,,,,,,,,,
Jorge Paquentin,"Paquentin,Jorge",1,,,,,,"Coyoacán, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Jorge Rivera Garza,"Rivera Garza,Jorge",1,,,,,,"El Control, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jorge Romero Garcia,"Romero Garcia,Jorge",1,,,,,,"Saltillo, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jorge Serratos Hernandez,"Hernandez,Jorge Serratos",1,,,,,,"Zapopan, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jorge Solorio,"Solorio,Jorge",1,,,,,,"Chihuahua, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Jorge Thamer Cardenas,"Cardenas,Jorge Thamer",1,,,,,,"El Jatillo (El Hatillo), MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jorge Valles,"Valles,Jorge",1,,,,,,"Chihuahua, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jorge Vladimir Silva Mata,"Mata,Jorge Vladimir Silva",1,,,,,,"El Control, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Josafat Olvera George,"Olvera George,Josafat",1,,,,,,"Querétaro, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose  Antonio Macias Horta,"Macias Horta,Jose  Antonio",1,,,,,,"Coahuila, MX",2007-2007,2007,2007,,,,,,,,,,,,,,,,,,,
Jose  Carlos Gamio Roffe,"Gamio Roffe,Jose  Carlos",1,,,,,,"Cuilápam, MX",2009-2009,2009,2009,,,,,,,,,,,,,,,,,,,
Jose  Carlos Ortiz Aleman,"Ortiz Aleman,Jose  Carlos",1,,,,,,"Cuilápam, MX",2009-2009,2009,2009,,,,,,,,,,,,,,,,,,,
Jose  Carlos Trejo Olvera,"Trejo Olvera,Jose  Carlos",1,,,,,,"Chametla, MX",2007-2007,2007,2007,,,,,,,,,,,,,,,,,,,
Jose  Daniel Barocio Montemayor,"Montemayor,Jose  Daniel Barocio",1,,,,,,"Tijuana, MX",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
Jose  Leopoldo Aguilr Faisal,"Aguilr Faisal,Jose  Leopoldo",1,,,,,,"Villa de Cos, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Jose  Luis Jorge De Moral Mas,"De Moral Mas,Jose  Luis Jorge",1,,,,,,"Coyoacán, MX",2008-2008,2008,2008,,,,,,,,,,,,,,,,,,,
Jose  Tomas Ortega Murguia,"Murguia,Jose  Tomas Ortega",1,,,,,,"El Diez, MX",2009-2009,2009,2009,,,,,,,,,,,,,,,,,,,
Jose  Torres Alemany,"Alemany,Jose  Torres",1,,,,,,"Carmen, MX",2006-2006,2006,2006,,,,,,,,,,,,,,,,,,,
Jose A Cordova,"Cordova,Jose A",1,,,,,,"San Martín de Las Flores, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Jose A Rosete,"Rosete,Jose A",1,,,,,,"Miguel Alemán, MX",2010-2010,2010,2010,,,,,,,,,,,,,,,,,,,
Jose Abel Hernandez Rueda,"Hernandez Rueda,Jose Abel",1,,,,,,"Tijuana, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Abel Trevino Cotilla,"Trevino Cotilla,Jose Abel",1,,,,,,"Nuevo Laredo, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Abinadi Badillo Gutierrez,"Badillo Gutierrez,Jose Abinadi",1,,,,,,"Cuautitlán Izcalli, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Adrian Delgado Hernandez,"Delgado Hernandez,Jose Adrian",1,,,,,,"Toluca, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jose Adrian Paez Morales,"Morales,Jose Adrian Paez",1,,,,,,"León, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Jose Alberto Arellano Acosta,"Acosta,Jose Alberto Arellano",1,,,,,,"Querétaro, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose Alberto Cueto Barcenas,"Cueto Barcenas,Jose Alberto",1,,,,,,"Tlaquepaque, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Alberto Garcia GUERRERO,"GUERRERO,Jose Alberto Garcia",1,,,,,,"Mexicali, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose Alberto Garcia Morales,"Garcia Morales,Jose Alberto",1,,,,,,"Querétaro, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose Alberto Hernandez,"Hernandez,Jose Alberto",1,,,,,,"San Nicolás de los Garza, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Alberto Moctezuma Garcia,"Moctezuma Garcia,Jose Alberto",1,,,,,,"Mexico City, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jose Alberto Sanchez,"Sanchez,Jose Alberto",1,,,,,,"Chihuahua, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Jose Alberto Urbiola,"Urbiola,Jose Alberto",1,,,,,,"Querétaro, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Alejandro Flores Sanabria,"Flores Sanabria,Jose Alejandro",1,,,,,,"Irapuato, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose Alejandro Gonzalez Villarreal,"Gonzalez Villarreal,Jose Alejandro",1,,,,,,"Garcia, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose Alejandro Luna Peralta,"Luna Peralta,Jose Alejandro",1,,,,,,"Querétaro, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Jose Alejandro Orozco Vazquez,"Orozco Vazquez,Jose Alejandro",1,,,,,,"Yécora, MX",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
Jose Alejandro Villarreal Vives,"Villarreal Vives,Jose Alejandro",1,,,,,,"Tlaltizapan, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Alfonso Gonzalez Santamaria,"Santamaria,Jose Alfonso Gonzalez",1,,,,,,"Lourdes, SV",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Alfredo Castillo Esquer,"Castillo Esquer,Jose Alfredo",1,,,,,,"Hermosillo, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Alfredo Ramirez Olvera,"Ramirez Olvera,Jose Alfredo",1,,,,,,"Yécora, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Alfredo Salazar Garcia,"Salazar Garcia,Jose Alfredo",1,,,,,,"Apodaca, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Jose Alfredo Vargas Duenas,"Vargas Duenas,Jose Alfredo",1,,,,,,"San Fernando, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jose Andres Garzon Morales,"Garzon Morales,Jose Andres",1,,,,,,"Heroica Caborca, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose Andres Mares Urrutia,"Mares Urrutia,Jose Andres",1,,,,,,"Chametla, MX",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
Jose Andres Morales Garzon,"Morales Garzon,Jose Andres",1,,,,,,"Puebla, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Angel Cardenas Barranon,"Barranon,Jose Angel Cardenas",1,,,,,,"Monterrey, MX",2005-2005,2005,2005,,,,,,,,,,,,,,,,,,,
