Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Kent A Burkett,"Burkett,Kent A",1,,,,,,"Dubuque, US",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Kristine M Johanning,"Johanning,Kristine M",1,,,,,,"Cedar Falls, US",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Nathan F Tortorella,"Tortorella,Nathan F",14,,,,,,"Bettendorf, US",2014-2022,2014,2022,,,,,,,,,,,,,,,,,,,
Hema V Guthy,"Guthy,Hema V",8,,,,,,"Moline, US",2019-2022,2019,2022,,,,,,,,,,,,,,,,,,,
Steven Sebastian Burdgick,"Burdgick,Steven Sebastian",89,,,,,,"Schenectady, US",1997-2023,1997,2023,,,,,,,,,,,,,,,,,,,
Martha Alejandra Azcarate Castrellon,"Azcarate Castrellon,Martha Alejandra",2,,,,,,"Querétaro, MX",2007-2021,2007,2021,,,,,,,,,,,,,,,,,,,
Cesar Bravo,"Bravo,Cesar",2,,,,,,"Querétaro, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Vernon A Switzer,"Switzer,Vernon A",8,,,,,,"Livermore, US",1995-2021,1995,2021,,,,,,,,,,,,,,,,,,,
Victor Alfonso Alcantar Camarena,"Alcantar Camarena,Victor Alfonso",2,,,,,,"Salamanca, MX",2018-2021,2018,2021,,,,,,,,,,,,,,,,,,,
Francisco Espinosa Loza,"Espinosa Loza,Francisco",6,,,,,,"Livermore, US",2015-2022,2015,2022,,,,,,,,,,,,,,,,,,,
Salvador M Aceves,"Aceves,Salvador M",8,,,,,,"Livermore, US",2004-2021,2004,2021,,,,,,,,,,,,,,,,,,,
Guillaume Petitpas,"Petitpas,Guillaume",5,,,,,,"Livermore, US",2017-2021,2017,2021,,,,,,,,,,,,,,,,,,,
Elias Rigoberto Ledesma Orozco,"Ledesma Orozco,Elias Rigoberto",4,,,,,,"Salamanca, MX",2015-2021,2015,2021,,,,,,,,,,,,,,,,,,,
Carlos Mendoza,"Mendoza,Carlos",4,,,,,,"Mérida, MX",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Pedro Balganon Canela,"Balganon Canela,Pedro",4,,,,,,"Barcelona, ES",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Sergio Fabian Almeida Loya,"Almeida Loya,Sergio Fabian",5,,,,,,"Juarez, MX",2019-2023,2019,2023,,,,,,,,,,,,,,,,,,,
David Zubia,"Zubia,David",7,,,,,,"El Paso, US",2003-2021,2003,2021,,,,,,,,,,,,,,,,,,,
Emmanuel Barajas Gonzalez,"Barajas Gonzalez,Emmanuel",53,,,,,,"Guadalajara, MX",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Christopher B Moore,"Moore,Christopher B",58,,,,,,"Vail, US",2008-2023,2008,2023,,,,,,,,,,,,,,,,,,,
Harry R McGregor,"McGregor,Harry R",59,,,,,,"Tucson, US",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Shaun E Harrington,"Harrington,Shaun E",55,,,,,,"Sahuarita, US",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
David Jaramillo,"Jaramillo,David",77,,,,,,"Boynton Beach, US",1999-2023,1999,2023,,,,,,,,,,,,,,,,,,,
Richard J Newhook,"Newhook,Richard J",22,,,,,,"West Chester, US",2012-2021,2012,2021,,,,,,,,,,,,,,,,,,,
Charisse Lu,"Lu,Charisse",3,,,,,,"Hillsdale, US",2015-2021,2015,2021,,,,,,,,,,,,,,,,,,,
Janet Rivas Mendoza,"Rivas Mendoza,Janet",2,,,,,,"Mexico City, MX",2019-2021,2019,2021,,,,,,,,,,,,,,,,,,,
Benito C Rojas Mayorquin,"Rojas Mayorquin,Benito C",2,,,,,,"Tesistán, MX",2019-2021,2019,2021,,,,,,,,,,,,,,,,,,,
Joel Hernandez Gutierrez,"Hernandez Gutierrez,Joel",2,,,,,,"Zapopan, MX",2019-2021,2019,2021,,,,,,,,,,,,,,,,,,,
Gerardo Lopez Zamudio,"Zamudio,Gerardo Lopez",2,,,,,,"Mexico City, MX",2021-2023,2021,2023,,,,,,,,,,,,,,,,,,,
Joanna Drews,"Drews,Joanna",2,,,,,,"Derwood, US",2021-2023,2021,2023,,,,,,,,,,,,,,,,,,,
Carlos Eduardo Rodriguez Lopez,"Rodriguez Lopez,Carlos Eduardo",1,,,,,,"Monterrey, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Rocio Isabel Diaz de la Garza,"Diaz de la Garza,Rocio Isabel",1,,,,,,"Monterrey, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Adriana Pacheco Moscoa,"Moscoa,Adriana Pacheco",1,,,,,,"Monterrey, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Carmen Hernandez Brenes,"Hernandez Brenes,Carmen",4,,,,,,"Monterrey, MX",2010-2021,2010,2021,,,,,,,,,,,,,,,,,,,
Dariana Graciela Rodriguez Sanchez,"Rodriguez Sanchez,Dariana Graciela",3,,,,,,"Monterrey, MX",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Victor Hugo Ocegueda Gallaga,"Ocegueda Gallaga,Victor Hugo",29,,,,,,"Tijuana, MX",2018-2024,2018,2024,,,,,,,,,,,,,,,,,,,
Chaolong Lan,"Lan,Chaolong",12,,,,,,"Nanhu, CN",2018-2024,2018,2024,,,,,,,,,,,,,,,,,,,
David I Vega,"Vega,David I",10,,,,,,"El Control, MX",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Satoshi Tanimura,"Tanimura,Satoshi",54,,,,,,"Nagano, JP",1992-2024,1992,2024,,,,,,,,,,,,,,,,,,,
Shunji Saito,"Saito,Shunji",31,,,,,,"Nagano, JP",1981-2022,1981,2022,,,,,,,,,,,,,,,,,,,
Katsuhiko Hayashi,"Hayashi,Katsuhiko",150,,,,,,"Nagano, JP",1976-2023,1976,2023,,,,,,,,,,,,,,,,,,,
Satoshi Tanimura,"Tanimura,Satoshi",54,,,,,,"Nagano, JP",1992-2024,1992,2024,,,,,,,,,,,,,,,,,,,
David I Vega,"Vega,David I",10,,,,,,"El Control, MX",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Shunji Saito,"Saito,Shunji",31,,,,,,"Nagano, JP",1981-2022,1981,2022,,,,,,,,,,,,,,,,,,,
Julio Zamora Esquivel,"Zamora Esquivel,Julio",30,,,,,,"Zapopan, MX",2018-2023,2018,2023,,,,,,,,,,,,,,,,,,,
Mario Alfredo Carrillo Arevalo,"Carrillo Arevalo,Mario Alfredo",2,,,,,,"Guadalajara, MX",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Hector Cordourier Maruri,"Cordourier Maruri,Hector",35,,,,,,"Guadalajara, MX",2016-2024,2016,2024,,,,,,,,,,,,,,,,,,,
Paulo Lopez Meyer,"Lopez Meyer,Paulo",31,,,,,,"Zapopan, MX",2018-2023,2018,2023,,,,,,,,,,,,,,,,,,,
Jose Rodrigo Camacho Perez,"Camacho Perez,Jose Rodrigo",32,,,,,,"Guadalajara, MX",2012-2024,2012,2024,,,,,,,,,,,,,,,,,,,
Abraham Duenas De La Cruz,"Duenas De La Cruz,Abraham",3,,,,,,"Tlajomulco, MX",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Miguel Bernal Marin,"Bernal Marin,Miguel",3,,,,,,"Zapopan, MX",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Jesus Adan Cruz Vargas,"Cruz Vargas,Jesus Adan",8,,,,,,"Zapopan, MX",2020-2023,2020,2023,,,,,,,,,,,,,,,,,,,
Javier AVALOS GARCIA,"AVALOS GARCIA,Javier",1,,,,,,"Zapopan, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Michael Berktold,"Berktold,Michael",5,,,,,,"Phoenix, US",2019-2023,2019,2023,,,,,,,,,,,,,,,,,,,
Adriana LOPEZ INIGUEZ,"LOPEZ INIGUEZ,Adriana",1,,,,,,"Zapopan, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Luz Karine SANDOVAL GRANADOS,"SANDOVAL GRANADOS,Luz Karine",1,,,,,,"Zapopan, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Oliver Ruben Acosta Campos,"Campos,Oliver Ruben Acosta",1,,,,,,"Metepec, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Amir Khajepour,"Khajepour,Amir",22,,,,,,"Waterloo, CA",2006-2023,2006,2023,,,,,,,,,,,,,,,,,,,
Sergio Torres Mendez,"Mendez,Sergio Torres",1,,,,,,"Puebla, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Luis Angel Martinez,"Martinez,Luis Angel",14,,,,,,"Querétaro, MX",2003-2021,2003,2021,,,,,,,,,,,,,,,,,,,
Kenneth W Magee,"Magee,Kenneth W",1,,,,,,"Beavercreek, US",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Alicia VIDAL ORTIZ,"VIDAL ORTIZ,Alicia",2,,,,,,"Puebla, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
James Kevin Brown,"Brown,James Kevin",23,,,,,,"Rock Hill, US",1976-2024,1976,2024,,,,,,,,,,,,,,,,,,,
Jens Gehrke,"Gehrke,Jens",5,,,,,,"Rancho Palos Verdes, US",2013-2021,2013,2021,,,,,,,,,,,,,,,,,,,
Arturo Maceda,"Maceda,Arturo",5,,,,,,"Mexicali, MX",2011-2021,2011,2021,,,,,,,,,,,,,,,,,,,
Tom Phielix,"Phielix,Tom",10,,,,,,"Tucson, US",2008-2024,2008,2024,,,,,,,,,,,,,,,,,,,
Balwinder S Birdi,"Birdi,Balwinder S",14,,,,,,"Tucson, US",2008-2023,2008,2023,,,,,,,,,,,,,,,,,,,
Cesar Davila,"Davila,Cesar",3,,,,,,"Mexicali, MX",2013-2021,2013,2021,,,,,,,,,,,,,,,,,,,
Tanay Karnik,"Karnik,Tanay",109,,,,,,"Portland, US",2002-2023,2002,2023,,,,,,,,,,,,,,,,,,,
Akhila M,"M,Akhila",1,,,,,,"Bengaluru, IN",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Harish Krishnamurthy,"Krishnamurthy,Harish",42,,,,,,"Hillsboro, US",2013-2024,2013,2024,,,,,,,,,,,,,,,,,,,
Suhwan Kim,"Kim,Suhwan",92,,,,,,"Portland, US",2000-2024,2000,2024,,,,,,,,,,,,,,,,,,,
Dileep J Kurian,"Kurian,Dileep J",5,,,,,,"Bengaluru, IN",2019-2022,2019,2022,,,,,,,,,,,,,,,,,,,
Christopher Schaef,"Schaef,Christopher",17,,,,,,"Hillsboro, US",2017-2022,2017,2022,,,,,,,,,,,,,,,,,,,
Sriram Kabisthalam Muthukumar,"Kabisthalam Muthukumar,Sriram",4,,,,,,"Bengaluru, IN",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Ankit Gupta,"Gupta,Ankit",62,,,,,,"Bengaluru, IN",2011-2024,2011,2024,,,,,,,,,,,,,,,,,,,
David Arditti Ilitzky,"Arditti Ilitzky,David",23,,,,,,"Zapopan, MX",2016-2024,2016,2024,,,,,,,,,,,,,,,,,,,
Vaibhav Vaidya,"Vaidya,Vaibhav",24,,,,,,"Portland, US",2016-2022,2016,2022,,,,,,,,,,,,,,,,,,,
Diego Ivan Garcia Escobedo,"Garcia Escobedo,Diego Ivan",4,,,,,,"Cuauhtémoc, MX",2019-2021,2019,2021,,,,,,,,,,,,,,,,,,,
Jorge Luis Rios Almanza,"Rios Almanza,Jorge Luis",4,,,,,,"El Control, MX",2019-2021,2019,2021,,,,,,,,,,,,,,,,,,,
Roberto Betancourt Sanchez,"Betancourt Sanchez,Roberto",4,,,,,,"Mexico City, MX",2019-2021,2019,2021,,,,,,,,,,,,,,,,,,,
Daniel Felipe Heredia Saucedo,"Heredia Saucedo,Daniel Felipe",4,,,,,,"Monterrey, MX",2019-2021,2019,2021,,,,,,,,,,,,,,,,,,,
Rodrigo Ledesma Ballesteros,"Ledesma Ballesteros,Rodrigo",1,,,,,,"San José Iturbide, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Norma Ramirez,"Ramirez,Norma",1,,,,,,"Guanajuato, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Marc Liggins,"Liggins,Marc",1,,,,,,"Irvine, US",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Ernesto Abel Santos,"Abel Santos,Ernesto",6,,,,,,"Las Vegas, US",2008-2021,2008,2021,,,,,,,,,,,,,,,,,,,
